EVTDESC1410165;'자기 장벽은 자기가 지불하라!' 멕시코에서 수천명이 만리장성을 건설하려는 미국 대통령의 계획에 반대하는 시위를 벌이고 있습니다. 시위대는 지난 일요일 멕시코시티를 행진하면서 미국 새 행정부의 반멕시코 정책에 항의하며 멕시코 국기를 흔들었습니다. 하지만 많은 사람들이 미국 대통령의 모형을 불태우고 반미적인 표현을 하는 동안에도, 해당 시위자들은 자신들이 미국 자체에는 반대하지 않는다는 점을 재빨리 강조했습니. 마리아 가르시아씨는 LA 타임즈와의 인터뷰에서 이렇게 밝혔습니다. "우리는 미국인들을 반대하지 않습니다. 다만 증오와 분열을 확산시키는 백악관의 오렌지색 머리를 남자를 반대할 뿐이죠.";'Pay for your own wall!' Protests in Mexico as thousands demonstrate against the US President's plan to construct the Great Wall of America. The demonstrators waved Mexican flags in protest at the 밶nti-Mexican policies?of the new US administration as they walked through Mexico City on Sunday. But while many held up and later burned effigies of the President and hoisted anti US President signs, protestors were quick to point out they were not against America. Maria Garcia, told The LA Times: 밯e are not against the American people. This is about the orange man in the White House, who is spreading hate and division.;;;;;;;;x
EVTDESC1410167;'자기 장벽은 자기가 지불하라!' 멕시코에서 수천명이 만리장성을 건설하려는 미국 대통령의 계획에 반대하는 시위를 벌이고 있습니다. 시위대는 지난 일요일 멕시코시티를 행진하면서 미국 새 행정부의 반멕시코 정책에 항의하며 멕시코 국기를 흔들었습니다. 하지만 많은 사람들이 미국 대통령의 모형을 불태우고 반미적인 표현을 하는 동안에도, 해당 시위자들은 자신들이 미국 자체에는 반대하지 않는다는 점을 재빨리 강조했습니. 마리아 가르시아씨는 LA 타임즈와의 인터뷰에서 이렇게 밝혔습니다. "우리는 미국인들을 반대하지 않습니다. 다만 증오와 분열을 확산시키는 백악관의 오렌지색 머리를 남자를 반대할 뿐이죠.";'Pay for your own wall!' Protests in Mexico as thousands demonstrate against the US President's plan to construct the Great Wall of America. The demonstrators waved Mexican flags in protest at the 밶nti-Mexican policies?of the new US administration as they walked through Mexico City on Sunday. But while many held up and later burned effigies of the President and hoisted anti US President signs, protestors were quick to point out they were not against America. Maria Garcia, told The LA Times: 밯e are not against the American people. This is about the orange man in the White House, who is spreading hate and division.;;;;;;;;x
reconcile_comfort_women_title;야스쿠니 신사 참배 사과;Apologise for Japan's veneration of War Criminals;;;;;;;;x
reconcile_comfort_women_desc;야스쿠니 신사에서 일본인 참전용사들을 숭배하는 행위에 대해 깊이 분개하는 움직임이 있습니다. 바로 야스쿠니 신사에서 아시아인들을 번영과 해방으로 인도하려 했다며 전범들을 신, 또는 영령으로 모신다는 사실이 드러났기 때문입니다. 이러한 움직임은 특정 학교 역사교과서에서 일본군 위안부와 같은 전쟁범죄에 대한 서술을 모호하게 만드는 등의 행동을 통해 더욱 악화됩니다. 또한 민족주의가 만연한 대중정서는 전쟁에서의 일본의 잔학행위를 묘사한 만화, 서적, 영화 또는 다큐멘터리들을 거부합니다.;There is deep resentment over the veneration of Japanese war veterans in the Yasukuni Shrine, where a number of war criminals are enshrined, treated as kami or important spirits, and the fact that the shrine openly states that the purpose of Japanese military involvement in Asia was to bring prosperity and liberation to Asians. This is further exacerbated by attempts to whitewash Japan's role in the war in certain school history textbooks, such as by softening some statements and removing others such as comfort women. That some popular media such as comics, books, movies, or documentaries depicting Japanese wartime involvement in atrocities are withdrawn due to nationalist or popular sentiment further contributes to this image.;;;;;;;;x
comfort_women_title;야스쿠니 신사 참배 비판 재개;Renew criticism of Japan's veneration of War Criminals;;;;;;;;x
comfort_women_desc;야스쿠니 신사에서 일본인 참전용사들을 숭배하는 행위에 대해 깊이 분개하는 움직임이 있습니다. 바로 야스쿠니 신사에서 아시아인들을 번영과 해방으로 인도하려 했다며 전범들을 신, 또는 영령으로 모신다는 사실이 드러났기 때문입니다. 이러한 움직임은 특정 학교 역사교과서에서 일본군 위안부와 같은 전쟁범죄에 대한 서술을 모호하게 만드는 등의 행동을 통해 더욱 악화됩니다. 또한 민족주의가 만연한 대중정서는 전쟁에서의 일본의 잔학행위를 묘사한 만화, 서적, 영화 또는 다큐멘터리들을 거부합니다.;There is deep resentment over the veneration of Japanese war veterans in the Yasukuni Shrine, where a number of war criminals are enshrined, treated as kami or important spirits, and the fact that the shrine openly states that the purpose of Japanese military involvement in Asia was to bring prosperity and liberation to Asians. This is further exacerbated by attempts to whitewash Japan's role in the war in certain school history textbooks, such as by softening some statements and removing others such as comfort women. That some popular media such as comics, books, movies, or documentaries depicting Japanese wartime involvement in atrocities are withdrawn due to nationalist or popular sentiment further contributes to this image.;;;;;;;;x
nanking_massacre_title;난징 대학살 비판 재개;Renew criticism of Japan's role in the Nanking Massacre;;;;;;;;x
nanking_massacre_desc;일본 민족주의자들과 역사부정론자들이 난징 대학살에 대해 선전목적으로 과장하거나 조작했다고 주장하면서 해당 학살을 논쟁의 여지가 있는 정치적 쟁점으로 부각시켰습니다. 학살을 둘러싼 논란은 중국과의 관계, 한국과 필리핀 등 다른 아시아-태평양 국가들과의 관계에서 여전히 걸림돌입니다. 비록 일본 정부는 난징이 함락된 후 일본군 비전투요원이 저지른 약탈, 기타 폭력사태는 인정했지만, 그곳에서 복무한 일본군에 대해서는 오직 일부만이 학살을 저질렀다고 말합니다. 사망자는 전쟁 중에는 흔히 발생하며 학살 같은 범죄는 일어나지 않았다고 주장해왔습니다. 학살에 대한 부정과 살인에 대한 수정주의적인 설명은 일본 민족주의의 주요 요소가 됐습니다. 학살에 대한 일본의 여론은 다양하지만, 갈등이 발생했다는 사실을 노골적으로 부정하는 사람은 거의 없습니다.;The event remains a contentious political issue, as aspects of it have been disputed by historical negationists and Japanese nationalists, who assert that the massacre has been either exaggerated or fabricated for propaganda purposes. The controversy surrounding the massacre remains a stumbling block in Sino-Japanese relations and in Japanese relations with other Asia-Pacific nations, such as South Korea and the Philippines. Although the Japanese government has admitted to the killing of a large number of non-combatants, looting, and other violence committed by the Imperial Japanese Army after the fall of Nanking, and Japanese veterans who served there have confirmed that a massacre took place, a small but vocal minority within both the Japanese government and society have argued that the death toll was military in nature and that no such crimes ever occurred. Denial of the massacre and revisionist accounts of the killings have become a staple of Japanese nationalism. In Japan, public opinion of the massacres varies, but few deny outright that the conflict occurred.;;;;;;;;x
reconcile_nanking_massacre_title;난징 대학살 사과;Apologise for Japan's role in the Nanking Massacre;;;;;;;;x
reconcile_nanking_massacre_desc;일본 민족주의자들과 역사부정론자들이 난징 대학살에 대해 선전목적으로 과장하거나 조작했다고 주장하면서 해당 학살을 논쟁의 여지가 있는 정치적 쟁점으로 부각시켰습니다. 학살을 둘러싼 논란은 중국과의 관계, 한국과 필리핀 등 다른 아시아-태평양 국가들과의 관계에서 여전히 걸림돌입니다. 비록 일본 정부는 난징이 함락된 후 일본군 비전투요원이 저지른 약탈, 기타 폭력사태는 인정했지만, 그곳에서 복무한 일본군에 대해서는 오직 일부만이 학살을 저질렀다고 말합니다. 사망자는 전쟁 중에는 흔히 발생하며 학살 같은 범죄는 일어나지 않았다고 주장해왔습니다. 학살에 대한 부정과 살인에 대한 수정주의적인 설명은 일본 민족주의의 주요 요소가 됐습니다. 학살에 대한 일본의 여론은 다양하지만, 갈등이 발생했다는 사실을 노골적으로 부정하는 사람은 거의 없습니다.;The event remains a contentious political issue, as aspects of it have been disputed by historical negationists and Japanese nationalists, who assert that the massacre has been either exaggerated or fabricated for propaganda purposes. The controversy surrounding the massacre remains a stumbling block in Sino-Japanese relations and in Japanese relations with other Asia-Pacific nations, such as South Korea and the Philippines. Although the Japanese government has admitted to the killing of a large number of non-combatants, looting, and other violence committed by the Imperial Japanese Army after the fall of Nanking, and Japanese veterans who served there have confirmed that a massacre took place, a small but vocal minority within both the Japanese government and society have argued that the death toll was military in nature and that no such crimes ever occurred. Denial of the massacre and revisionist accounts of the killings have become a staple of Japanese nationalism. In Japan, public opinion of the massacres varies, but few deny outright that the conflict occurred.;;;;;;;;x
colour_television_hype;색채 텔레비전 열풍;Colour Television Craze in Nation;;;;;;;;x
introduce_colour_title;색채 텔레비전 서비스 국가주도 후원계획;State-Sponsored Initiation of Colour Television Services in Nation;;;;;;;;x
introduce_colour_desc;색채 텔레비전이 주류제품이 되기까지는 출시 이후로도 몇년이 지난 후였습니다. 1953년 말 연방통신위원회는 미국무선회사에게 색채 텔레비전을 승인해 미국에서의 색채 텔레비전 판매가 시작됐음을 알렸습니다. 색채 텔레비전의 판매량은 흑백 텔레비전을 서서히 추월했습니다. 1970년대 중반에는 사람들이 흑백보다 색채 텔레비전을 더 구입했습니다. 1980년대에 이르자 흑백 텔레비전 판매는 전멸 수준에 이르렀습니다.;It took a few additional years after their initial release for colour TVs to become a mainstream product. The FCC approved RCA colour televisions toward the end of 1953, marking the start of major colour TV sales in the United States. Sales of colour televisions slowly overtook those of black-and-white sets. By the mid-1970s, more colour televisions were being purchased than black-and-white TVs. By the 1980s, black-and-white television sales began to dry up for good.;;;;;;;;x
EVTDESC1410164;제14대 달라이 라마는 티베트 암도 탁터 마을에서 태어나 1937년 제13대 달라이 라마의 튤쿠로 선정됐으며, 1939년 범첸 마을 인근에서 공개선언을 통해 정식으로 제14대 달라이 라마로 인정받았습니다. 1940년 2월 22일 라사에서 그는 달라이 라마로서의 즉위식을 치뤘고, 15세의 나이로 중국이 티베트를 침공하는 1950년 11월 17일까지 티베트의 모든 정무를 맡았습니다. 중화인민공화국은 티베트 자치구에 대한 중앙통제권을 주장하기를 원했고, 이에 따라 거루파 지방정부가 티베트 자치구에 해당하는 지역을 난폭하게 관리했습니다. 1959년 티베트 봉기가 발발하자 달라이 라마는 인도로 도망쳤습니다. 그 이후 난민으로 살고 있으며 1989년에 노벨평화상을 수상했습니다.;The 14th Dalai Lama was born in Taktser village, Amdo, Tibet, and was selected as the tulku of the 13th Dalai Lama in 1937 and formally recognised as the 14th Dalai Lama at a public declaration near the town of Bumchen in 1939. His enthronement ceremony as the Dalai Lama was held in Lhasa on 22 February 1940, and he eventually assumed full temporal (political) duties on 17 November 1950, at the age of 15, after the People's Republic of China's invasion of Tibet. The Gelug school's government administered an area roughly corresponding to the Tibet Autonomous Region just as the nascent PRC wished to assert central control over it. During the 1959 Tibetan uprising, the Dalai Lama fled to India, where he currently lives as a refugee. The 14th Dalai Lama received the Nobel Peace Prize in 1989.;;;;;;;;x
EVTDESC1410163;국제연합 난민고등판무관인 필리포 그란디는 난민들이 범죄자가 아닌 본국에서 전쟁과 폭력, 박해를 피하도록 강요받은 보통 사람들이라고 말했습니다. 안토니오 쿠테레스 사무총장은 현재 심각한 내전에 직면한 국가를 긴급방문했습니다. 그는 그곳 사람들이 기아로 인해 사망하고 있으며 $COUNTRY$의 인도적인 대우를 받을 자격이 있다고 말했습니다.;The UN high commissioner for refugees, Philippo Grandi, said refugees were not criminals but 뱋rdinary people forced to flee war, violence and persecution in their home countries? The secretary general, Ant?io Quterres, pointedly made an emergency visit to a country currently facing severe Civil War, saying people were dying in the country due to famine and deserve humane treatment by $COUNTRY$.;;;;;;;;x
ratify_refugee_convention_title;제네바 난민지위협정 비준;Ratify the Geneva Convention on Status of Refugees;;;;;;;;x
