ROA_ADJ;서오스트리아령;;;;;;;;;;;x
SCS_ADJ;남사군도령;;;;;;;;;;;x
SCS;남사군도;;;;;;;;;;;x
FBU_ADJ;영불령;;;;;;;;;;;x
FBU;브리튼-프랑스 연합;;;;;;;;;;;x
FBU_hms_government;브리타니아-프랑스 연합왕국;;;;;;;;;;;x
JRU_ADJ;예루살렘령;;;;;;;;;;;x
JRU;예루살렘 국제시;;;;;;;;;;;x
LOU;루이지안;;;;;;;;;;;x
LOU_ADJ;루이지안령;;;;;;;;;;;x
LOU_nationalist_dictatorship;루이지안국;;;;;;;;;;;x
LOU_nationalist_dictatorship_ADJ;루이지안령;;;;;;;;;;;x
LSK;알래스카;;;;;;;;;;;x
LSK_ADJ;알래스카령;;;;;;;;;;;x
LSK_colonial_government;알래스카 자치령;;;;;;;;;;;x
MSU;모술;;;;;;;;;;;x
MSU_ADJ;모술령;;;;;;;;;;;x
TGZ;Tangier;;;;;;;;;;;x
TGZ_sar_government;탕헤르 국제지구;;;;;;;;;;;x
TGZ_ADJ;Tangerian;;;;;;;;;;;x
ORM;오로미아;;;;;;;;;;;x
ORM_ADJ;오로미아령;;;;;;;;;;;x
YOR;요루바랜드;;;;;;;;;;;x
YOR_ADJ;요루바랜드령;;;;;;;;;;;x
USY;시리아 공화국;;;;;;;;;;;x
USY_ADJ;시리아령;;;;;;;;;;;x
WEI;웨이하이;;;;;;;;;;;x
WEI_ADJ;웨이하이령;;;;;;;;;;;x
WEI_colonial_government;웨이하이요새;;;;;;;;;;;x
XEF_colonial_government;동아프리카 연방;;;;;;;;;;;x
XEF_hms_government;동아프리카 연방;;;;;;;;;;;x
XEF;동아프리카;;;;;;;;;;;x
XEF_ADJ;동아프리카;;;;;;;;;;;x
CUR_colonial_government;앤틸리스;;;;;;;;;;;x
CUR_colonial_government_ADJ;앤틸리스령;;;;;;;;;;;x
CYR_absolute_monarchy;키레나이카 토후국;;;;;;;;;;;x
FEZ_absolute_monarchy;테잔 토후국;;;;;;;;;;;x
CYR_hms_government;키레나이카 토후국;;;;;;;;;;;x
CYR_colonial_government;키레나이카 토후국;;;;;;;;;;;x
CYR;키레나이카 토후국;;;;;;;;;;;x
CYR_ADJ;키레나이카령;;;;;;;;;;;x
FEZ;페잔;;;;;;;;;;;x
FEZ_ADJ;페잔령;;;;;;;;;;;x
FEZ_colonial_government;페잔-가다메스 자치령;;;;;;;;;;;x
FEZ_colonial_government_ADJ;페잔-가다메스령;;;;;;;;;;;x
SHG;상하이;;;;;;;;;;;x
SHG_ADJ;상하이령;;;;;;;;;;;x
SHG_colonial_government;상하이 공공조계;;;;;;;;;;;x
SHG_sar_government;상하이 공공조계;;;;;;;;;;;x
SHG_mandate_government;상하이 공공조계;;;;;;;;;;;x
QGD_mandate_government;칭다오 공공조계;;;;;;;;;;;x
WEI_mandate_government;웨이하이 공공조계;;;;;;;;;;;x
IDO_colonial_government;동인도 자치령;;;;;;;;;;;x
IDO_colonial_government_ADJ;네덜란드령;;;;;;;;;;;x
ICU;인도차이나;;;;;;;;;;;x
ICU_ADJ;인도차이나령;;;;;;;;;;;x
ICU_proletarian_dictatorship;인도차이나 연합;;;;;;;;;;;x
ICU_presidential_dictatorship;인도차이나국;;;;;;;;;;;x
ICU_colonial_government;인도차이나 연방;;;;;;;;;;;x
ICU_hms_government;인도차이나 연방;;;;;;;;;;;x
ARF_proletarian_dictatorship;아랍 인민연합;;;;;;;;;;;x
ARF_presidential_dictatorship;아랍 공화국;;;;;;;;;;;x
ARF_populist_dictatorship;아랍 공화국;;;;;;;;;;;x
ARF_nationalist_dictatorship;아랍국;;;;;;;;;;;x
ARF;아랍 연방;;;;;;;;;;;x
ARF_ADJ;아랍령;;;;;;;;;;;x
FMS;말라야;;;;;;;;;;;x
FMS_ADJ;말라야령;;;;;;;;;;;x
FMS_colonial_government;말라야 연합주;;;;;;;;;;;x
FMS_colonial_government_ADJ;말라야령;;;;;;;;;;;x
FMS_hms_government;말라야 연합;;;;;;;;;;;x
FMS_hms_government1;말라야 연방;;;;;;;;;;;x
KED;케다;;;;;;;;;;;x
KED_ADJ;케다령;;;;;;;;;;;x
JOH;Johore;;;;;;;;;;;x
JOH_ADJ;Malay;;;;;;;;;;;x
TER;트렝가누;;;;;;;;;;;x
TER_ADJ;트렝가누령;;;;;;;;;;;x
UNT;국제연합 신탁통치령;;;;;;;;;;;x
UNT_ADJ;신탁통치령;;;;;;;;;;;x
R01;인민해방군;;;;;;;;;;;x
R01_ADJ;반군령;;;;;;;;;;;x
R02;국민저항군;;;;;;;;;;;x
R02_ADJ;반군령;;;;;;;;;;;x
R03;자유전선;;;;;;;;;;;x
R03_ADJ;반군령;;;;;;;;;;;x
R04;정의운동;;;;;;;;;;;x
R04_ADJ;반군령;;;;;;;;;;;x
R05;자유투사회의;;;;;;;;;;;x
R05_ADJ;반군령;;;;;;;;;;;x
R06;반대운동;;;;;;;;;;;x
R06_ADJ;반군령;;;;;;;;;;;x
R07;인민자유국;;;;;;;;;;;x
R07_ADJ;반군령;;;;;;;;;;;x
R08;혁명전선;;;;;;;;;;;x
R08_ADJ;반군령;;;;;;;;;;;x
R09;동맹연합군;;;;;;;;;;;x
R09_ADJ;Rebel;;;;;;;;;;;x
R10;전당애국전선;;;;;;;;;;;x
R10_ADJ;반군령;;;;;;;;;;;x
IBU;이베리아;;;;;;;;;;;x
IBU_proletarian_dictatorship;이베리아 인민연합;;;;;;;;;;;x
IBU_ADJ;이베리아령;;;;;;;;;;;x
GCL;그란콜롬비아;;;;;;;;;;;x
GCL_ADJ;그란콜롬비아령;;;;;;;;;;;x
AOF;서아프리카;;;;;;;;;;;x
AOF_ADJ;서아프리카령;;;;;;;;;;;x
AEF;적도아프리카;;;;;;;;;;;x
AEF_ADJ;적도아프리카령;;;;;;;;;;;x
RHL;라인란트;;;;;;;;;;;x
RHL_democracy;라인란트 공화국;;;;;;;;;;;x
RHL_presidential_dictatorship;라인란트 공화국;;;;;;;;;;;x
RHL_mandate_government;라인란트-프리슬란트;;;;;;;;;;;x
RHL_ADJ;라인안트령;;;;;;;;;;;x
ROH;라만랜드;;;;;;;;;;;x
ROH_ADJ;라만랜드령;;;;;;;;;;;x
ESM;동수마트라;;;;;;;;;;;x
ESM_ADJ;동수마트라령;;;;;;;;;;;x
OG1;점령구;;;;;;;;;;;x
OG1_ADJ;점령구;;;;;;;;;;;x
OG2;점령구;;;;;;;;;;;x
OG2_ADJ;점령구;;;;;;;;;;;x
OG3;점령구;;;;;;;;;;;x
OG3_ADJ;점령구;;;;;;;;;;;x
OG4;점령구;;;;;;;;;;;x
OG4_ADJ;점령구;;;;;;;;;;;x
CHI_socialist_democracy;중화인민공화국;;;;;;;;;;;x
CHI;중국;;;;;;;;;;;x
CHI_ADJ;중국령;;;;;;;;;;;x
CHI_theocracy;중국;;;;;;;;;;;x
CHI_absolute_monarchy;중화제국;;;;;;;;;;;x
CHI_hms_government;중화제국;;;;;;;;;;;x
CHI_hms_government1;중화제국;;;;;;;;;;;x
KHU;후제스탄;;;;;;;;;;;x
KHU_ADJ;후제스탄;;;;;;;;;;;x
HOK;에조;;;;;;;;;;;x
HOK_ADJ;에조령;;;;;;;;;;;x
HOK_hms_government;홋카이도국;;;;;;;;;;;x
HOK_hms_government_ADJ;홋카이도령;;;;;;;;;;;x
HOK_hms_government1;홋카이도국;;;;;;;;;;;x
HOK_hms_government1_ADJ;홋카이도령;;;;;;;;;;;x
HOK_colonial_government;홋카이도;;;;;;;;;;;x
HOK_colonial_government_ADJ;홋카이도령;;;;;;;;;;;x
HOK_mandate_government;홋카이도;;;;;;;;;;;x
HOK_mandate_government_ADJ;홋카이도령;;;;;;;;;;;x
HOK_absolute_monarchy;홋카이도국;;;;;;;;;;;x
HOK_absolute_monarchy_ADJ;홋카이도령;;;;;;;;;;;x
SUL;술루;;;;;;;;;;;x
SUL_ADJ;술루령;;;;;;;;;;;x
PRU;쾨니히스베르크;;;;;;;;;;;x
PRU_ADJ;쾨니히스베르크령;;;;;;;;;;;x
PRU_hms_government;프로이센 왕국;;;;;;;;;;;x
PRU_hms_government_ADJ;프로이센령;;;;;;;;;;;x
PRU_hms_government1;프로이센 왕국;;;;;;;;;;;x
PRU_hms_government1_ADJ;프로이센령;;;;;;;;;;;x
PRU_absolute_monarchy;프로이센 왕국;;;;;;;;;;;x
PRU_absolute_monarchy_ADJ;프로이센령;;;;;;;;;;;x
XEA_socialist_democracy;유라시아 국가연합;;;;;;;;;;;x
XEA_socialist_democracy_ADJ;소련령;;;;;;;;;;;x
REU;레위니옹;;;;;;;;;;;x
REU_ADJ;레위니옹령;;;;;;;;;;;x
AGI;앵귈라;;;;;;;;;;;x
AGI_ADJ;앵귈라령;;;;;;;;;;;x
