CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
AAB;앤티가바부다;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ADL_sar_government;안달루시아 자치공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ADL_socialist_democracy;안달루시아 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ADL_proletarian_dictatorship;안달루시아 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ADL_proletarian_dictatorship1;안달루시아 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ADL_nationalist_dictatorship;안달루시아국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ADL_theocracy;안달루시아;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ADL_populist_dictatorship;안달루시아국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ADL_absolute_monarchy;안달루시아 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ADL_hms_government;안달루시아 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ADL_hms_government1;안달루시아 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ADL_democracy;안달루시아 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ADL_democracy1;안달루시아 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALA;올란드;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALA_presidential_dictatorship;올란드 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALA_colonial_government;올란드 자치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALA_mandate_government;올란드 위임통치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALA_sar_government;올란드 자치공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALA_socialist_democracy;올란드 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALA_proletarian_dictatorship;올란드 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALA_proletarian_dictatorship1;올란드 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALA_nationalist_dictatorship;올란드국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALA_theocracy;올란드;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALA_populist_dictatorship;올란드국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALA_absolute_monarchy;올란드 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALA_hms_government;올란드 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALA_hms_government1;올란드 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALA_democracy;올란드 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALA_democracy1;올란드 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB;알바니아;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_presidential_dictatorship;알바니아 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_colonial_government;알바니아 자치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_mandate_government;알바니아 위임통치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_sar_government;알바니아 자치공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_socialist_democracy;알바니아 사회주의 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_proletarian_dictatorship;알바니아 사회주의 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_proletarian_dictatorship1;알바니아 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_nationalist_dictatorship;알바니아국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_theocracy;알바니아;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_populist_dictatorship;알바니아국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_absolute_monarchy;알바니아 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_hms_government;알바니아 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_hms_government1;알바니아 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_democracy;알바니아 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_democracy1;알바니아 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALG;알제리;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALG_presidential_dictatorship;알제리 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALG_colonial_government;알제리 자치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALG_mandate_government;알제리 위임통치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALG_sar_government;알제리 자치공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALG_socialist_democracy;알제리 사회주의 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALG_proletarian_dictatorship;알제리 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALG_proletarian_dictatorship1;알제리 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALG_nationalist_dictatorship;알제리국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALG_theocracy;알제리;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALG_populist_dictatorship;알제리국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALG_absolute_monarchy;알제리 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALG_hms_government;알제리 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALG_hms_government1;알제리 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALG_democracy;알제리 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALG_democracy1;알제리 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALT;알타이;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALT_presidential_dictatorship;알타이 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALT_colonial_government;알타이 자치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALT_mandate_government;알타이 위임통치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALT_sar_government;알타이 자치공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALT_socialist_democracy;알타이 소비에트 사회주의 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALT_proletarian_dictatorship;알타이 소비에트 사회주의 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALT_proletarian_dictatorship1;알타이 소비에트 사회주의 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALT_nationalist_dictatorship;알타이국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALT_theocracy;알타이;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALT_populist_dictatorship;알타이국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALT_absolute_monarchy;알타이 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALT_hms_government;알타이 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALT_hms_government1;알타이 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALT_democracy;알타이 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALT_democracy1;알타이 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ANG;앙골라;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ANG_presidential_dictatorship;앙골라 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ANG_colonial_government;앙골라 자치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ANG_mandate_government;앙골라 위임통치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ANG_sar_government;앙골라 자치공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ANG_socialist_democracy;앙골라 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ANG_proletarian_dictatorship;앙골라 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ANG_proletarian_dictatorship1;앙골라 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ANG_nationalist_dictatorship;앙골라국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ANG_theocracy;앙골라;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ANG_populist_dictatorship;앙골라국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ANG_absolute_monarchy;앙골라 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ANG_hms_government;앙골라 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ANG_hms_government1;앙골라 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ANG_democracy;앙골라 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ANG_democracy1;앙골라 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AOS;아오스타;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AOS_presidential_dictatorship;아오스타 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AOS_colonial_government;아오스타 자치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AOS_mandate_government;아오스타 위임통치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AOS_sar_government;아오스타 자치공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AOS_socialist_democracy;아오스타 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AOS_proletarian_dictatorship;아오스타 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AOS_proletarian_dictatorship1;아오스타 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AOS_nationalist_dictatorship;아오스타국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AOS_theocracy;아오스타;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AOS_populist_dictatorship;아오스타국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AOS_absolute_monarchy;아오스타 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AOS_hms_government;아오스타 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AOS_hms_government1;아오스타 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AOS_democracy;아오스타 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AOS_democracy1;아오스타 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARG;아르헨티나;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARG_presidential_dictatorship;아르헨티나 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARG_colonial_government;리오데라플라타 부왕령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARG_mandate_government;리오데라플라타 위임통치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARG_sar_government;리오데라플라타 자치공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARG_socialist_democracy;아르헨티나 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARG_proletarian_dictatorship;아르헨티나 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARG_proletarian_dictatorship1;아르헨티나 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARG_nationalist_dictatorship;아르헨티나국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARG_theocracy;아르헨티나;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARG_populist_dictatorship;아르헨티나국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARG_absolute_monarchy;아르헨티나 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARG_hms_government;아르헨티나 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARG_hms_government1;아르헨티나 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARG_democracy;아르헨티나 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARG_democracy1;아르헨티나 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARM;아르메니아;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARM_presidential_dictatorship;아르메니아 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARM_colonial_government;아르메니아 자치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARM_mandate_government;아르메니아 위임통치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARM_sar_government;아르메니아 자치공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARM_socialist_democracy;아르메니아 소비에트 사회주의 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARM_proletarian_dictatorship;아르메니아 소비에트 사회주의 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARM_proletarian_dictatorship1;아르메니아 소비에트 사회주의 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARM_nationalist_dictatorship;아르메니아국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARM_theocracy;아르메니아;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARM_populist_dictatorship;아르메니아국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARM_absolute_monarchy;아르메니아 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARM_hms_government;아르메니아 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARM_hms_government1;아르메니아 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARM_democracy;아르메니아 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARM_democracy1;아르메니아 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARU;아루바;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARU_presidential_dictatorship;아루바 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARU_colonial_government;아루바 자치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARU_mandate_government;아루바 위임통치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARU_sar_government;아루바 자치공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARU_socialist_democracy;아루바 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARU_proletarian_dictatorship;아루바 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARU_proletarian_dictatorship1;아루바 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARU_nationalist_dictatorship;아루바국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARU_theocracy;아루바;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARU_populist_dictatorship;아루바국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARU_absolute_monarchy;아루바 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARU_hms_government;아루바 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARU_hms_government1;아루바 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARU_democracy;아루바 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ARU_democracy1;아루바 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ASM;아삼;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ASM_presidential_dictatorship;아삼 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ASM_colonial_government;아삼 자치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ASM_mandate_government;아삼 위임통치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ASM_sar_government;아삼 자치공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ASM_socialist_democracy;아삼 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ASM_proletarian_dictatorship;아삼 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ASM_proletarian_dictatorship1;아삼 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ASM_nationalist_dictatorship;아삼국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ASM_theocracy;아삼;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ASM_populist_dictatorship;아삼국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ASM_absolute_monarchy;아삼 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ASM_hms_government;아삼 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ASM_hms_government1;아삼 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ASM_democracy;아삼 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ASM_democracy1;아삼 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AST;오스트레일리아;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AST_presidential_dictatorship;오스트레일리아 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AST_colonial_government;오스트레일리아 자치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AST_mandate_government;오스트레일리아 위임통치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AST_sar_government;오스트레일리아 자치공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AST_socialist_democracy;오스트레일리아 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AST_proletarian_dictatorship;오스트레일리아 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AST_proletarian_dictatorship1;오스트레일리아 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AST_nationalist_dictatorship;오스트레일리아국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AST_theocracy;오스트레일리아;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AST_populist_dictatorship;오스트레일리아국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AST_absolute_monarchy;오스트레일리아 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AST_hms_government;오스트레일리아 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AST_hms_government1;오스트레일리아 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AST_democracy;오스트레일리아 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AST_democracy1;오스트레일리아 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATJ;아체;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATJ_presidential_dictatorship;아체 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATJ_colonial_government;아체 자치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATJ_mandate_government;아체 위임통치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATJ_sar_government;아체 자치공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATJ_socialist_democracy;아체 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATJ_proletarian_dictatorship;아체 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATJ_proletarian_dictatorship1;아체 인민공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATJ_nationalist_dictatorship;아체국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATJ_theocracy;아체;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATJ_populist_dictatorship;아체국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATJ_absolute_monarchy;아체 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATJ_hms_government;아체 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATJ_hms_government1;아체 왕국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATJ_democracy;아체 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATJ_democracy1;아체 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATL;아틀란티코;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATL_presidential_dictatorship;아틀란티코 공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATL_colonial_government;아틀란티코 자치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATL_mandate_government;아틀란티코 위임통치령;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ATL_sar_government;아틀란티코 자치공화국;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
