delay_sar_integration;통합 지연;;;;;;;;;;;x
delay_sar_integration_desc;정치적 혼란으로 인해 본토와의 통합이 지연되고 있습니다.;;;;;;;;;;;x
EVTDESC100017;$FROMCOUNTRY$ 중앙정부가 $COUNTRY$의 자치권을 훼손하는 개혁의 통과를 저지하려 했던 우리 $MONARCHTITLE$의 항의를 무시했습니다. 이는 $FROMCOUNTRY$의 지배에서 벗어날 수 있는 유일한 방법이 독립이라고 생각하는 주민들의 사고를 급진화하기 시작했습니다.;;;;;;;;;;;x
EVTDESC100018;$FROMCOUNTRY$ 중앙정부가 $COUNTRY$의 자치권을 훼손하는 개혁의 통과를 저지하려 했던 우리 $MONARCHTITLE$의 항의를 수용했습니다. 이로서 일단 $COUNTRY$이(가) $FROMCOUNTRY$에 통합되는 사태는 피했지만 $FROMCOUNTRY$의 지배에서 벗어날 수 있는 유일한 방법이 독립이라고 생각하는 주민들의 사고를 급진화했습니다. 단지 $$FROMCOUNTRY$ 중앙정부가 $COUNTRY$의 자치권을 계속 존중하기를 바랄 뿐입니다.;;;;;;;;;;;x
EVTDESC100015;중앙정부가 교육제도과 $COUNTRY$의 교육제도를 본토와 같게 하는 개혁을 실시하기로 결정했습니다. 이 때문에 완전한 통합이 이뤄질 때까지 본토가 서서히 $COUNTRY$의 자치권을 잠식하려 하는 시도라는 우려가 일고 있습니다. 이번 일은 $COUNTRY$ 주민들에게 나쁜 소식입니다. $COUNTRY$의 합병이 시간 문제가 됐기 때문입니다.;;;;;;;;;;;x
EVTDESC100016;특별행정구역 장관이 $FROMCOUNTRY의 교육제도를 본토와 같게 하는 개혁을 실시해달라는 중앙정부의 요청을 거부했습니다. 이 때문에 개혁을 강행하지 않는 한 본토로의 통합 계획은 지연될 것입니다. 다만 일부 장관은 이 일이 $FROMCOUNTRY$의 독립 추구로 이어질 수 있으므로 이에 반대할 것을 권고하고 있습니다.;;;;;;;;;;;x
EVTDESC100019;중앙정부가 교육제도과 $COUNTRY$의 사법제도를 본토와 같게 하는 개혁을 실시하기로 결정했습니다. 이 때문에 완전한 통합이 이뤄질 때까지 본토가 서서히 $COUNTRY$의 자치권을 잠식하려 하는 시도라는 우려가 일고 있습니다. 이번 일은 $COUNTRY$ 주민들에게 나쁜 소식입니다. $COUNTRY$의 합병이 시간 문제가 됐기 때문입니다.;;;;;;;;;;;x
EVTDESC100020;특별행정구역 장관이 $FROMCOUNTRY의 사법제도를 본토와 같게 하는 개혁을 실시해달라는 중앙정부의 요청을 거부했습니다. 이 때문에 개혁을 강행하지 않는 한 본토로의 통합 계획은 지연될 것입니다. 다만 일부 장관은 이 일이 $FROMCOUNTRY$의 독립 추구로 이어질 수 있으므로 이에 반대할 것을 권고하고 있습니다.;;;;;;;;;;;x
EVTDESC100021;중앙정부가 교육제도과 $COUNTRY$의 정치제도를 본토와 같게 하는 개혁을 실시하기로 결정했습니다. 이 때문에 완전한 통합이 이뤄질 때까지 본토가 서서히 $COUNTRY$의 자치권을 잠식하려 하는 시도라는 우려가 일고 있습니다. 이번 일은 $COUNTRY$ 주민들에게 나쁜 소식입니다. $COUNTRY$의 합병이 5년 안에 이뤄질 수 있게 됐기 때문입니다.;;;;;;;;;;;x
EVTDESC100022;특별행정구역 장관이 $FROMCOUNTRY의 정치제도를 본토와 같게 하는 개혁을 실시해달라는 중앙정부의 요청을 거부했습니다. 이 때문에 개혁을 강행하지 않는 한 본토로의 통합 계획은 지연될 것입니다. 다만 일부 장관은 이 일이 $FROMCOUNTRY$의 독립 추구로 이어질 수 있으므로 이에 반대할 것을 권고하고 있습니다.;;;;;;;;;;;x
EVTDESC100023;중앙정부가 마침내 $COUNTRY$ 정부의 정치기관을 통합함으로써 $COUNTRY$의 자율성은 본토와 비슷해졌습니다. 이러한 맥락에서, 오늘 중앙정부는 $COUNTRY$이(가) 통합될 것이라 발표했습니다. 중앙정부는 통합 과정 전반에 걸쳐 변함없이 충성해준 $MONARCHITLE$에게 감사를 표하며, 그를 중앙정부 내각의 고위 각료로 승진시켰습니다. $CATITAL$의 민족주의자들은 $COUNTRY$ 시민들이 누려온 자치권을 되살리려면 $COUNTRY$ 정부가 일방적인 독립선언서를 발표해야 한다며 봉기했습니다.;;;;;;;;;;;x
EVTDESC100024;$FROMCOUNTRY$이(가) $COUNTRY$을(를) 중앙에 통합하려던 시도를 거부했습니다. 이제 그들의 일방적인 독립선언을 수용하거나 무력을 통해 합병 전쟁을 하는 두 가지 선택만을 남겨두고 있습니다. 그러나 만약 $FROMCOUNTRY$ 주민의 자기결정권을 없앤다면 국제사회는 우리를 극도로 비판할 것입니다.;;;;;;;;;;;x
EVTDESC100025;$COUNTRY$ 자치권을 축소하는 개혁을 통과시키겠다는 $COUNTRY$ 정부의 결정이 있은 후 $COUNTRY$ 전반에 걸쳐 대규모 시위가 벌어졌습니다. 비록 $COUNTRY 주민들은 중앙정부의 지시를 받아들일 수밖에 없었음에도 국민들은 그 어느 것도 듣지 못하고 있습니다. 그들은 $COUNTRY$ 정부에게 통합 시 본토의 추가 시도를 거부하라고 요구합니다. $MONARCHTITLE$께서는 국민의 뜻을 존중하시겠습니까, 아니면 대신 직위 유지를 위해 중앙정부의 노선을 계속 따르시겠습니까?;;;;;;;;;;;x
EVTDESC100026;$COUNTRY$ 정부가 특별행정구역의 자치권을 축소할 수 있는 개혁을 통과시키자 $COUNTRY$ 주민들이 분노하고 있습니다. 한 무리의 학생들이 분노를 표출하고 자치권 확대를 요구하기 위해 $CAPITAL$ 대학에 장애물을 설치하기로 결정했습니다. 이 때문에 불행히도 시내 중심부의 주요 도로가 이러한 장애물로 인해 차단됐습니다. 현재 다른 도로에서는 교통 체증이 발생했고 도심은 마비 상태입니다. $MONARCHTITLE$께서는 국민의 뜻을 존중하시겠습니까, 아니면 대신 직위 유지를 위해 중앙정부의 노선을 계속 따르시겠습니까?;;;;;;;;;;;x
EVTDESC100027;$COUNTRY$ 정부가 특별행정구역의 자치권을 축소할 수 있는 개혁을 통과시키자 $COUNTRY$ 주민들이 분노하고 있습니다. 그 결과, $MONARCHTITLE$의 퇴진을 요구하는 시민들도 늘고 있습니다. 사의 표명은 궁극적인 통합 중단에는 별 도움을 주지 못 할 것입니다. 단, 3년 더 지연시킬 수는 있습니다. 애당초 이러한 개혁을 받아들일지 여부를 선택할 수 없었던 상황에서 $MONARCHTITLE$이(가) 이번 사태의 희생양이 된 사실이 유감일 뿐입니다. 사람들에게는 단두대에 올릴 머리가 필요한데, $MONARCHTITLE$가 이들에게 머리를 제공할 수 있을까요?;;;;;;;;;;;x
begin_sar_integration_title;$COUNTRY$ 특별행정구역 통합 시작;;;;;;;;;;;x
begin_sar_integration_desc;국내에는 중앙정부에게서 독립된 특별행정구역이 일부 있습니다. 그 특별행정구역의 지방과 정치에 대한 완전한 통제권을 가지고 있다는 점은 바람직하지 않습니다. 이렇게 되면 우리나라가 약해질 뿐입니다. 그러므로 이러한 행정구역들을 통합하는 과정에 착수해야 합니다. 이들을 완전히 통합하는 데는 약 20년이 걸릴 것으로 보입니다.;;;;;;;;;;;x
end_sar_integration_title;$COUNTRY$ 특별행정구역 통합 취소;;;;;;;;;;;x
end_sar_integration_desc;국내에는 중앙정부에게서 독립된 특별행정구역이 일부 있습니다. 그러나 이러한 행정구역의 통합이 처음 생각했던 것보다 어려우며, 또한 그곳 주민들의 자기결정권을 박탈하는 행위이기도 하다는 사실이 증명됐습니다.;;;;;;;;;;;x
devolution_vote_held;권력 이양 주민투표 실패;;;;;;;;;;;x
claim_czechoslovakia_title;생제르맹앙레 조약 폐기;;;;;;;;;;;x
claim_czechoslovakia_desc;보헤미아 왕국은 체코슬로바키아가 세워진 1918년에 멸망했습니다. 체코슬로바키아는 제1차 세계대전 말기인 1918년 10월 생제르맹앙레 조약에 따라 세워진 오스트리아-헝가리 제국의 후계국 중 하나입니다. 영토는 오늘날의 보헤미아, 모라비아, 슬로바키아, 카르파티아 루테니아에 걸쳐 있었으며 구 오스트리아-헝가리 지역에서 가장 산업화된 지역을 상당수 포함했습니다.;;;;;;;;;;;x
kuk_claim_balkan_territories_title;유고슬라비아 내의 구 오스트리아령 영유권 주장;;;;;;;;;;;x
kuk_claim_balkan_territories_desc;유고슬라비아는 1918년 구 오스트리아-헝가리 제국의 영토에서 결성된 슬로베니아인 크로아티아인 세르비아인국이 그 전부터 독립국으로 존속하던 세르비아 왕국과 합병하면서 세워졌습니다. 몬테네그로 왕국은 세르비아와 유고슬라비아 수립 5일 전에야 연합한 반면, 코소보, 보이보디나, 바르다르 마케도니아, 보스니아의 대부분은 이미 세르비아의 일부였습니다. 오스트리아-헝가리를 더 강하게 만들기 위해 이 영토들을 다시 한 번 되찾아야 합니다.;;;;;;;;;;;x
devolved_local_government;지방자치정부;;;;;;;;;;;x
EVTDESC10013;주민들은 한층 고차원의 권력 이양에 찬성했습니다. 이것은 그들에게 더 큰 자치권을 주는 특별행정구역이 형성됨을 의미합니다. 그들은 여전히 우리나라의 구성요소로 남겠지만, 중앙정부는 그들의 외교와 방위만을 통제할 것입니다. 민족주의 정당이 권력을 잡을 수 있으므로 새로 형성된 자치지방에서의 권력 탈취는 가급적 피하려 노력해야 합니다.;;;;;;;;;;;x
EVTDESC10014;주민들은 한층 고차원의 권력 이양을 반대했습니다. 즉, $CAPITAL$ 중앙정부가 해당 지역에 계속 전권을 행사할 것입니다. 그러나 이로 인해 민족주의자들과 대중주의자들이 미래에 더 고차원의 권력 이양을 추구하는 것을 막지는 못하게 됐습니다.;;;;;;;;;;;x
propose_nuke_stockpile_reduction_title;자발적 핵무기 감축;;;;;;;;;;;x
propose_nuke_stockpile_reduction_desc;
핵무기 감축을 위한 조약을 조인함으로써 대외관계를 개선하고 악명을 낮출 수 있습니다. 이렇게 되면 국내의 작전용 핵탄두의 개수가 줄어들며, 우리나라의 핵무기 보유능력은 낮음보다 높지 않게 됩니다.;;;;;;;;;;;x
reverse_nuke_stockpile_reduction_title;핵무기 감축 조약 취소;;;;;;;;;;;x
reverse_nuke_stockpile_reduction_desc;$COUNTRY$은(는) 현재 핵무기 감축 조약의 조인국입니다. 이는 우리나라의 핵무기 보유능력이 '낮음'보다 높지 못하게 금지하고 있어 전면적인 핵공격에 대한 대응 능력을 크게 제합합니다. 완전한 핵무기 보유능력을 갖춤으로써 핵무기 억제력을 회복하기 위해 이 조약을 취소할 수 있습니다.;;;;;;;;;;;x
lend_lease_timer;최근 군사 원조 받음;;;;;;;;;;;x
EVTDESC1610091;당 강경파가 $MONARCHTITLE$에 대한 항의 서한을 통해 $COUNTRY$의 민주주의를 확대하는 관대한 법률을 비난하고 있습니다. 그들의 견해에 따르면, 국가와 당의 지속적인 안정을 위해서는 $COUNTRY$ 주민들에 대한 확고한 권위주의적 지배력을 유지할 필요가 필수적입니다. 그들의 충고를 경청하고 임시의회를 열어 $MONARCHITLE$에게 전제권력을 다시 쥐어줄 수도 있거니와, 그 대신 전제정치가 끝나기를 바라는 마음에서 그들을 무시하는 선택을 할 수도 있습니다. 세번째 선택지는 이들을 완전히 숙청하고 당에서 제거하는 것입니다.;;;;;;;;;;;x
political_strife;정쟁;;;;;;;;;;;x
political_strife_desc;국내 정치 엘리트들이 국가의 이익을 위해 함께 일하는 대신 서로 싸우고 있습니다.;;;;;;;;;;;x
remove_non_proliferation_treaty_title;핵무기확산방지조약 포기;;;;;;;;;;;x
remove_non_proliferation_treaty_desc;핵무기확산금지조약은 핵무기와 무기기술의 확산을 막고, 핵에너지의 평화적 이용에 대한 협력을 증진하며, 나아가 핵무기 군축과 일반적이고 완전한 군축이라는 목표의 달성을 목적으로 하는 국제조약입니다. 이 조약은 1965년부터 1968년까지 스위스의 제네바에 위치한 국제연합의 후원을 받는 18개국 군축위원회의 협상의 결과물입니다.;;;;;;;;;;;x
un_development_aid;국제연합 개발원조 피원조국;;;;;;;;;;;x
request_un_development_aid_title;국제연합 개발원조 요청;;;;;;;;;;;x
request_un_development_aid_desc;국제연합 개발계획은 국제연합은 전지구적 개발망입니다. 변화를 옹호하고 지식, 경험 및 자원으로 국가를 연결해 사람들이 스스로 더 나은 삶을 살 수 있도록 돕습니다. 개발도상국에 대한 전문가의 조언, 교육 및 지원을 제공하며, 가장 덜 발전된 국가에 대한 지원을 더욱 강조하고 국가 간 기술 및 투자 협력을 촉진합니다. 뉴욕에 본부를 둔 개발계획의 지위는 국제연합 총회 내 중역회입니다. 개발계획의 관리자는 국제연합 사무총장과 사무차장에 이어 국제연합에서 세번째로 높은 직급입니다.;;;;;;;;;;;x
sack_the_enemy_capital_title;적국 수도 약탈;;;;;;;;;;;x
sack_the_enemy_capital_desc;적의 수도가 우리의 통제하에 떨어졌습니다. 과연 중대한 전쟁범죄를 저지르고 도시를 파괴해야 할까요? 비록 여러분이 그런 야만스러운 생각에 적절한 거부감을 느낄지 모르지만, 이러한 행동에는 여러 장점이 있습니다. 적국 수도 내의 문화유산을 약탈하면 염전도가 25퍼센트 상승하며, 치루고 있는 전쟁에 자금을 대는 데 필요한 자산이 많이 감소할 것입니다.;;;;;;;;;;;x;;;;;;;;
EVTDESC1610090;$FROMCOUNTRY$이(가) 점령한 $CAPITAL$에서 잔혹행위가 저질러졌다는 충격적인 보도가 있었습니다. 전해지는 이야기에 따르면 국가의 기념물이 파괴되고, 문화유산과 유물이 약탈당하며, $CAPITAL$ 여성들이 강간당하고 있다고 합니다. 이러한 극악한 범죄로 인해 $COUNTRY$ 국민들은 당황했지만, 일각에서는 $FROMCOUNTRY$과(와)의 싸움을 끝까지 이어가 $CAPITAL$에서 일어난 약탈에 복수하고자 하는 결의를 다졌습니다.;;;;;;;;;;;x
unsign_nuclear_test_ban_treaty_title;핵실험 금지 조약 포기;;;;;;;;;;;x
unsign_nuclear_test_ban_treaty_desc;핵실험 금지 조약으로 인해 국내 연구진의 핵탄두 실험이 더욱 어려워지면서 우리나라의 핵개발 야심이 방해를 받고 있습니다. 이 조약에서 탈퇴하면 국군이 가능한 모든 수단을 사용해 작동하는 핵무기를 신속하게 구축할 수 있습니다.;;;;;;;;;;;x
sign_nuclear_test_ban_treaty_title;핵실험 금지 조약 조인;;;;;;;;;;;x
sign_nuclear_test_ban_treaty_desc;핵무기는 전시에만 두번 쓰였으나 끔찍한 결과를 가져온 것으로 널리 알려져 있습니다. 종종 간과되는 것은 이러한 1945년 이후 최소 8개국이 2,000번 이상의 핵실험을 통해 다른 곳에서 이러한 핵무기를 '사용'했다는 사실입니다. 이러한 핵실험은 전세계 핵보유국들이 새로운 핵탄두 설계를 개발하고 핵무기 보유능력을 입증하는 데 쓰여왔습니다. 핵실험(특히 대기 중에서의 폭발)은 전 세계 수백만명의 생명과 건강에 부정적인 영향을 끼쳤습니다. 이에 대해 일반 시민, 과학자, 국회의원, 정부 지도자들은 세계적으로 검증 가능한 포괄적 핵실험 금지를 시행하기 위한 다단계적인 노력을 갈구해왔습니다.;;;;;;;;;;;x
EVTDESC1610089;포괄적 핵실험 금지 조약은 모든 환경에서 민간 및 군사적 목적의 모든 핵실험을 금지하는 다자간 조약입니다. 1996년 9월 10일 국제연합 총회에서 채택됐으나 특정 8개국이 이 조약을 비준하지 않았으므로 발효되지 않았습니다. 이후 수십년 동안의 지배적인 정치 상황으로 인해 1991년 냉전이 끝날 때까지 핵무기 군축은 거의 진전하지 않았습니다. 부분적 핵실험 금지 조약 당사국들은 1991년에 개정 회의를 열어 이 조약을 모든 핵무기 실험을 금지하는 것으로 바꾸자는 제안을 논의했습니다. 국제연합 총회의 강력한 지지로 1993년부터 포괄적 핵실험 금지 조약 협상이 시작됐습니다. 그 후 3년 동안 조약문 초안과 그 부속문서 두개를 작성하는 데 광범위한 노력이 있었습니다. 1996년 9월 10일 포괄적 핵실험 금지 조약이 총회 회원국의 3분의 2를 초과하는 다수결로 채택됐습니다.;;;;;;;;;;;x
EVTDESC1610088;부분적 핵실험 금지 조약은 1963년 지하를 제외한 장소(대기권, 우주권, 수중 등)에서의 핵무기 실험을 금지하는 조약입니다. 당초 협상은 포괄적 금지에 초점이 맞춰졌지만, 지하실험 탐지를 둘러싼 기술적 의문과 제안된 검증방식의 비타협성에 대한 소련의 우려로 이 문제는 무위로 돌아갔습니다. 실험 금지에 대한 자극은 핵실험의 규모, 특히 새로운 열핵무기 실험과 그 결과로 야기된 핵무기 낙진에 대한 국민들의 불안감이 증가함으로 인해서 제공됐습니다. 시험 금지는 핵무기 확산과 핵무기 군비 경쟁을 늦추는 수단으로도 여겨졌습니다. 비록 이 조약이 핵무기 확산 및 군비 경쟁을 멈추지는 못했지만, 이 조약의 제정은 대기 중의 방사성 입자 농도의 상당한 감소와 상관관계를 보였습니다.;;;;;;;;;;;x
EVTDESC1234433;$FROMCOUNTRY$ 지도부가 화학전을 피하기 위해 휴전을 제안했습니다. 이 협정의 일환으로 양국의 군대는 상호간의 모든 교전행위를 멈추고, 또 다른 충돌을 피하고 더 나은 관계를 증진하기 위해 노력할 것입니다. 국제사회는 이러한 $FROMCOUNTRY$ 지도부의 자제력을 높이 평가했습니다. 세계는 이제 $MONARCHTITLE$께서 이 올리브 가지를 잡아주시기를 기대하고 있습니다.;;;;;;;;;;;x
EVTDESC1234434;$FROMCOUNTRY$ 지도부가 화학전을 피하기 위해 항복에 합의했습니다. 이 협정의 일환으로 $COUNTRY$ 군대는 $FROMCOUNTRY$의 통제 영역 전체를 점령합니다. 그러나 일부 $FROMCOUNTRY$ 부대들은 항복을 거부하고 아군을 계속 공격하고 있습니다. 물론, 평화협정은 맺어야 합니다.;;;;;;;;;;;x
EVTDESC14100700;국내 노동자들을 괴롭혀온 만성적으로 낮은 수준의 생산성이 최근 수년 동안 상당한 진전을 보였습니다. 우리는 이러한 변화가 국내 교육의 진보 덕분이라고 생각합니다. 교육을 통해 국내 노동자들을 단순한 노동자에서 근면한 노동자로 바꿀 수 있을까요?;;;;;;;;;;;x
EVTDESC1610087;캠브리지 사전이 '$YEAR$년 올해의 단어'로 꼽은 '대중주의'는 각기 다른 사람들에게 다른 의미를 가집니다. 예를 들어 '장기적 비용을 고려하지 않고 단기적인 이득만을 강조하면서 복잡한 문제에 대한 간단한 설명과 해결책을 제공하고, 증거에 기반하거나 이성적 추론보다는 감정과 집단 정체성에 따라 행동하는 정치적 강령'을 설명하는 데 쓰이기도 합니다. 이런 정치적 강령들은 민주적 의사결정의 질에 대한 커져가는 의문을 보여주는데, 특히 한 트위터 게시물 당 글자를 280자로 압축해야 하는 탈진실 환경에서 온라인 콘텐츠를 보는 시간은 현재 웹페이지당 평균 8초입니다. 정치적 대중주의은 훨씬 더 불길한 의미를 가지고 있습니다. 대중주의는 '정치적 권위는 오직 사람들의 의지로부터만 정당성을 얻을 수 있으며, 그 이외의 것은 불법적'이라는 관점을 지지함으로써 전세계 여러 나라의 민주주의에 대한 이념적 도전을 늘려가고 있습니다.;;;;;;;;;;;x
EVTDESC1331438;$FROMCOUNTRY$ 지도부가 화학전을 피하기 위해 휴전을 제안했습니다. 이 협정의 일환으로 양국의 군대는 상호간의 모든 교전행위를 멈추고, 또 다른 충돌을 피하고 더 나은 관계를 증진하기 위해 노력할 것입니다. 국제사회는 이러한 $FROMCOUNTRY$ 지도부의 자제력을 높이 평가했습니다.;;;;;;;;;;;x
EVTDESC1331437;$FROMCOUNTRY$이(가)은 매우 관대한 우리의 요구를 거절함에 따라 그들을 상대로 핵탄두를 발사했습니다. 이것이 $FROMCOUNTRY$이(가) 더 이상 우리를 괴롭히지 말아야 한다는 가르침을 줬기를 바랍니다.;;;;;;;;;;;x
EVTDESC1331436;$FROMCOUNTRY$ 지도부가 핵전쟁을 피하기 위해 항복에 합의했습니다. 이 협정의 일환으로 $COUNTRY$ 군대는 $FROMCOUNTRY$의 통제 영역 전체를 점령합니다. 그러나 일부 $FROMCOUNTRY$ 부대들은 항복을 거부하고 아군을 계속 공격하고 있습니다. 물론, 평화협정은 맺어야 합니다.;;;;;;;;;;;x
EVTDESC1331427;$MONARCHITLE$, 현재 두 종류의 최후통첩을 보낼 수 있습니다. 하나는 적이 쉽게 받아들이지는 않은 총체적 항복이요, 다른 하나는 적이 받아들일 가능성이 더 높은 무조건 평화입니다. 이것은 핵무기 절멸 또는 $COUNTRY$ 역사상 최대의 승리를 좌우할 수 있습니다.;;;;;;;;;;;x
EVTDESC1410070;확실히 국내 경제는 활력이 넘치지 않습니다. 일부 보고서에 따르면 우리나라는 세계에서 가장 낮은 수준의 산업 생산성을 가지고 있습니다. 이는 물론 현재에도 존재하는 외국의 착취나 식민지시대의 유산 등 다양한 요인에 기인합니다. 그렇더라도 우리 경제를 근면한 경제로 전환하려면 대학진학률을 30퍼센트 이상으로 높여야 합니다.;;;;;;;;;;;x
EVTDEESC576;$CAPITAL$의 사무실부터 내륙지역의 공장에 이르기까지, 우리 국민들은 열심히 일합니다. 이는 정말 힘듭니다. 이러한 근면함은 우리 경제에 있어 훌륭한 일이며, 따라서 정부는 국민들에게 감사해야 합니다. 국민들의 추진력은 농부와 인부의 생산직 노동자로의 승격률을 크게 가속화합니다.;;;;;;;;;;;x
iliterate_nation2;국가 문맹도 2;;;;;;;;;;;x
iliterate_nation1;국가 문맹도 1;;;;;;;;;;;x
president_for_life_title;$MONARCHTITLE$ 임기 제한 폐지;;;;;;;;;;;x
president_for_life_desc;종신직은 일부 지도자들이 미래에 있을 수도 있는 자신의 권위와 정당성에 대한 도전을 제거하는 방법으로서 임기 제한을 없애기 위해 부여한 직함입니다. 종신대통령은 사실상의 군주로 간주됩니다. 다만 종신대통령을 자처해온 대부분의 지도자들은 사실 종신집권에 실패하는 경우가 많습니다. 대부분은 죽기 훨씬 전에 권좌에서 물러났고 그렇지 않은 사람들은 재임 중 암살됨으로써 종신집권에 성공했습니다. 이 결정을 시행하면 현직 $MONARCHTITLE$께서 사망하기 전까지 지도부 선거를 치르지 않습니다.;;;;;;;;;;;x
EVTDESC1610086;노벨평화상은 산업가, 발명가, 무기 제조업자인 스웨덴인 알프레드 노벨의 의지로 제정된 화학, 물리학, 생리학/의학, 문학상의 5대 노벨상 중 하나입니다. 1901년 3월부터 매년 (일부 예외 제외) '국가 간 친목 도모, 상비군 폐지 또는 감축, 평화회의 개최와 촉진을 위하여 가장 많은 또는 최선의 노력을 다한 자'에게 수여되고 있습니다. 우리 $MONARCHITLE$께서도 세계 열강 간의 평화와 선의 확보를 위한 노력의 공로를 인정받아 이 권위 있는 상을 수상하셨습니다.;;;;;;;;;;;x
decrease_tension;긴장 완화;;;;;;;;;;;x
rail_focus;식민정책;;;;;;;;;;;x
colonial_immigration;식민지 이민 장려;;;;;;;;;;;x
encourage_agriculture;농업 장려;;;;;;;;;;;x
encourage_mining;광업 장려;;;;;;;;;;;x
encourage_business;사업 장려;;;;;;;;;;;x
militancy_appeasement;식민지 유화정책;;;;;;;;;;;x
consciousness_appeasement;식민지 선전;;;;;;;;;;;x
service_focus;서비스업 중점;;;;;;;;;;;x
emigration_focus;출국이민 장려;;;;;;;;;;;x
forced_assimilation_focus;강제 동화;;;;;;;;;;;x
