party_socialist_0_ALG;민족해방전선 벤벨라당;FNL Ben Bella Fraction;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ALG;이슬람 구원전선;Islamic Salvation Front;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ALG;알제리 민주행동;Movement for Democracy in Algeria;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ALG;민족해방전선;National Liberation Front;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ALG;알제리 개혁당;Party of Algerian Renewal;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ALG;노동사회당;Workers' Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ALT;공산당;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ALT;보수당;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ALT;자유당;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ALT;대중당;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ALT;진보당;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ALT;사회당;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ALT;전통당;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ANG;앙골라 민주당;Angolan Democratic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ANG;민주개혁당;Democratic Renewal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ANG;앙골라 해방인민운동;MPLA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ANG;앙골라 해방인민운동;MPLA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ANG;무슬림 형제단;Muslim Brotherhood;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_ANG;민족해방전선;National Liberation Front;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ANG;앙골라 완전독립 민족동맹;UNITA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ANG;앙골라 완전독립 민족동맹;UNITA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AOS;공산당;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AOS;보수당;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AOS;자유당;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AOS;대중당;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AOS;진보당;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AOS;사회당;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AOS;전통당;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ARG;연립;Alianza;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ARG;시민연합;Civic Coalition;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ARG;무슬림 형제단;Muslim Brotherhood;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ARG;국민당;Nationalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ARG;정의당;Partido Justicialista;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_ARG;페론당;Peronists;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ARG;급진시민동맹;Radical Civic Union;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ARG;사회당;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ARM;아흐마드;Ahmed Y;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ARM;아르메니아 혁명연합;Armenian Revolutionary Federation;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ARM;유산;Heritage;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ARM;국민연합;National Unity;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ARM;아르메니아 인민당;People's Party of Armenia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_ARM;아르메니아 번영당;Prosperous Armenia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ARM;아르메니아 공화당;Republican Party of Armenia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ARM;법치당;Rule of Law;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ARU;공산당;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ARU;보수당;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ARU;자유당;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ARU;대중당;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ARU;진보당;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ARU;사회당;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ARU;전통당;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AST;오스트레일리아 민주당;Australian Democrats;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AST;오스트레일리아;Australian Greens;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AST;오스트레일리아;Australian Labor Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_AST;오스트레일리아;Australians Against Further Immigration;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AST;공산당;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AST;오스트레일리아 자유당;Liberal Party of Australia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AST;오스트레일리아 국민당;National Party of Australia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AST;전통당;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ATJ;공산당;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ATJ;보수당;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ATJ;자유당;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ATJ;대중당;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ATJ;진보당;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ATJ;사회당;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ATJ;전통당;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ATL;공산당;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ATL;보수당;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ATL;자유당;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ATL;대중당;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ATL;진보당;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ATL;사회당;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ATL;전통당;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AUS;기독사회당;Christian Social Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AUS;오스트리아 인민당;Austrian People's Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AUS;오스트리아 공산당;Communist Party of Austria;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AUS;유럽당;European Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_AUS;독립연합;Federation of 독립당;Independents;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AUS;녹색대안;Green Alternative;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AUS;사회민주당;Social Democratic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AUS;자유당;Freedom Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AZA;공산당;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AZA;보수당;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AZA;자유당;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AZA;대중당;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AZA;진보당;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AZA;사회당;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AZA;전통당;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_nationalist_0_AZB;신아제르바이잔당;New Azerbaijan Party - Socialist;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AZB;아제르바이잔을 위한 동맹;Alliance Party for the Sake of Azerbaijan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AZB;아제르바이잔 공산당;Azerbaijan Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AZB;아제르바이잔 대중전선;Azerbaijani Popular Front Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AZB;아제르바이잔 이슬람당;Islamic Party of Azerbaijan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AZB;평등당;Musavat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AZB;신아제르바이잔 사회당;New Azerbaijan Party - Socialist;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AZB;신아제르바이잔 보수당;New Azerbaijan Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AZK;공산당;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AZK;보수당;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AZK;자유당;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AZK;대중당;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AZK;진보당;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AZK;사회당;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AZK;전통당;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AZO;공산당;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AZO;보수당;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AZO;자유당;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AZO;대중당;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AZO;진보당;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AZO;사회당;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AZO;전통당;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BAH;공산당;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BAH;보수당;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BAH;자유당;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BAH;대중당;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BAH;진보당;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BAH;사회당;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BAH;전통당;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BAK;공산당;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BAK;보수당;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BAK;자유당;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BAK;대중당;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BAK;진보당;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BAK;사회당;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BAK;전통당;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BAR;공산당;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BAR;보수당;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BAR;자유당;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BAR;대중당;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BAR;진보당;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BAR;사회당;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BAR;전통당;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BEL;신플란데런 동맹;New Flemish Alliance;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BEL;녹색당;Green;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BEL;자유, 방향, 진보;Libertarian, Direct, Democratic;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BEL;구별사회당;Socialist Party Differently;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BEL;플란데런 노동당;PVDA Flanders;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BEL;플란데런 전통당;Flemish Traditionalists;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BEL;플란데런 진보민주당;Flemish Liberals and Democrats;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_big_tent_0_BEL;플란데런 기독민주당;Christian-Democratic & Flemish;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_nationalist_0_BEL;플란데런의 이익;Flemish Interest;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_social_0_BEL;플란데런 시장공산당;Flemish Market Communists;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_BEL;인민당;People's Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_BEL;생태당;Ecolo;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_BEL;민주연방해방;Democratic Federalist Independent;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_BEL;사회당;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_BEL;왈롱 노동당;PVDA Wallonia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_BEL;왈롱 전통당;Walloon Traditionalists;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_BEL;개혁행동;Reformist Movement;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_big_tent_1_BEL;인본민주당;Humanist Democratic Centre;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_nationalist_1_BEL;왈롱-프랑스 연맹;Rally Wallonia France;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_social_1_BEL;왈롱 시장공산당;Walloon Market Communists;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BEN;공산당;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BEN;보수당;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BEN;자유당;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BEN;대중당;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BEN;진보당;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BEN;사회당;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BEN;전통당;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BEU;공산당;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BEU;보수당;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BEU;자유당;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BEU;대중당;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BEU;진보당;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BEU;사회당;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BEU;전통당;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BHR;칼리프 급진당;Al-Khalifa Radical;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BHR;바레인해방 이슬람전선;Islamic Front for the Liberation of Bahrain;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_BHR;이슬람행동협회;Islamic Action Society;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_2_BHR;웨팍 이슬람협회;Al Wefaq;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_3_BHR;아살라 이슬람협회;Al Asalah;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_4_BHR;벤바르 이슬람협회;Al Menbar Islamic Society;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BHR;민족해방전선;National Liberation Front;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_BHR;진보민주의회;Progressive Democratic Tribune;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BHR;칼리프당;Al-Khalifa;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BHR;전국연합위원회;National Union Committee;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_BHR;경제동맹;Economists Bloc;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_2_BHR;메타크 이슬람협회;Al-Meethaq;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BHR;하크행동;Haq Movement;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_BHR;바레인 해방운동;Bahrain Freedom Movement;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_2_BHR;공화동맹;Alliance for the Republic;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BHR;점령지해방대중전선;PFLOAG;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_BHR;바레인 인민연맹;PFL Bahrain;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_BHR;국민민주행동협회;National Democratic Action Society;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_3_BHR;국민정의운동;National Justice Movement;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_4_BHR;국민민주동맹;Nationalist Democratic Assembly;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_nationalist_0_BHR;점령지해방대중전선;PFLOAG;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BHU;공산당;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
