CODE;ENGLISH;;;;;;;;;;;;;;;
EVT_8007700_D;소련에 명령복종을 거부하는 사람을 불러들이도록 부탁한다.;;;;;;;;;;;;;;;
EVT_8007700_E;Beg the Soviets to let in the refuseniks;;;;;;;;;;;;;;;
EVT_8007609_NAME;이츠하크 벤즈비;;;;;;;;;;;;;;;
EVT_8007609_DESC;이스라엘이 독립을 쟁취했을 때, 벤즈비는 1948년 5월 14일 독립선언서의 서명자 중 하나였습니다. 그는 마파이당원으로서 제1대, 제2대 국회에서 근무했습니다. 그리고 1952년 12월 8일 이스라엘의 대통령으로 선출돼 1952년 12월 16일 취임했으며, 죽을 때까지 대통령직을 수행했습니다. 그는 지금까지 대통령직을 가장 오랫동안 유지한 사람입니다.;;;;;;;;;;;;;;;
EVT_8007622_NAME;영국령 팔레스타인 위임통치령 해체;;;;;;;;;;;;;;;
EVT_8007622_DESC;영국은 국제연합에 늦어도 1948년 8월 1일까지 통치를 종료하고 싶다는 의향을 유엔에 통보했으나, 1948년 5월 14일 팔레스타인에 대한 위임통치를 종료하겠다는 확고한 의지를 발표했습니다. 이에 대해 해리 S. 트루먼 대통령은 3월 25일 '불행히도 지금은 평화적인 방법으로 분할안을 수행할 수 없다는 사실이 명백해졌다'며 분할 대신 국제연합의 신탁통치안을 제안했습니다. 비상조치를 취하지 않는다면, 팔레스타인에서 법과 질서를 보존할 수 있는 방법은 없을 것이며, 폭력과 유혈이 성지 위로 내려올 것입니다. 결국 주민들 간의 대규모 내전이 불가피해집니다.;;;;;;;;;;;;;;;
EVT_8007622_A;분할안을 준비한다.;;;;;;;;;;;;;;;
EVT_8007623_NAME;국제연합의 팔레스타인 분할안;;;;;;;;;;;;;;;
EVT_8007623_DESC;1947년 5월 15일 국제연합은 11개국의 대표들과 함께 국제연합 팔레스타인 특별위원회를 설립했습니다. 해당 기구는 청문회를 실시하고 팔레스타인의 상황을 전반적으로 조사한 후 8월 31일에 보고서를 발표했습니다. 11월 29일, 국제연합 총회는 분할안에 대해 투표했고(기권: 10, 찬성: 33, 반대: 13), 동시에 유대계와 아랍계의 경계를 약간 조정했습니다. 분할안은 영국이 철수하는 당일부터 발효될 예정이었고, 미국과 소련 모두 결의안을 지지했습니다. 그러나 당시 투표위원이었던 아랍 연맹 소속 5개국은 이 계획에 반대표를 던졌습니다.;;;;;;;;;;;;;;;
EVT_8007623_A;재검토한다.;;;;;;;;;;;;;;;
EVT_8007624_NAME;이스라엘 독립;;;;;;;;;;;;;;;
EVT_8007624_DESC;영국령 팔레스타인 위임통치령이 해체되면서 영국이 떠난 자리에 유대인들이 독립국을 결성했습니다.;;;;;;;;;;;;;;;
EVT_8007624_A;알았다.;;;;;;;;;;;;;;;
EVT_8007625_NAME;유대인 반란;;;;;;;;;;;;;;;
EVT_8007625_DESC;영국은 국제연합의 분할안 권고에도 불구하고 국경 분쟁을 막기 위해 팔레스타인에 아랍인 단일국가를 설립하기로 결정했습니다. 하지만 유대인과 아랍인 사이의 긴장감이 너무 높은 것이 문제입니다. 한편 유대인들은 자신들의 주권을 수호하기 위해 무기를 들기로 결심했습니다.;;;;;;;;;;;;;;;
EVT_8007625_A;알았다.;;;;;;;;;;;;;;;
EVT_8007626_NAME;팔레스타인 독립;;;;;;;;;;;;;;;
EVT_8007626_DESC;영국령 팔레스타인 위임통치령이 해체되면서 영국이 떠난 자리에 아랍인들이 독립국을 결성했습니다.;;;;;;;;;;;;;;;
EVT_8007626_A;알았다.;;;;;;;;;;;;;;;
EVT_8007627_NAME;아랍인 반란;;;;;;;;;;;;;;;
EVT_8007627_DESC;영국은 국제연합의 분할안 권고에도 불구하고 국경 분쟁을 막기 위해 팔레스타인에 아랍인 단일국가를 설립하기로 결정했습니다. 하지만 유대인과 아랍인 사이의 긴장감이 너무 높은 것이 문제입니다. 한편 아랍인들은 자신들의 주권을 수호하기 위해 무기를 들기로 결심했습니다.;;;;;;;;;;;;;;;
EVT_8007627_A;알았다.;;;;;;;;;;;;;;;
EVT_8007640_NAME;팔레스타인 내전(1948);;;;;;;;;;;;;;;
EVT_8007640_DESC;1948년에 발발한 팔레스타인 전쟁은 국제연합의 분할안에 관한 투표와 제1차 중동 전쟁의 공식 종전 사이에 옛 영국령 팔레스타인에서 일어난 전쟁을 말합니다. 이스라엘은 국제연합 총회 결의안을 통해 배정받은 대부분의 지역을 유지했고, 팔레스타인에 배정된 지역의 60%(자파, 리다, 라믈 지역, 갈릴리, 네게프 일부 지역, 텔아비브제리아 도로와 요르단강 서안의 일부 지역) 정도를 장악했습니다. 트란스요르단은 요르단강 서안의 나머지 지역을 장악하여 군정에 들어갔고, 이집트군은 가자지구를 장악했습니다.;;;;;;;;;;;;;;;
EVT_8007640_A;케케묵은 갈등이다.;;;;;;;;;;;;;;;
EVT_8007640_B;전쟁을 막기 위해 총력을 다한다.;;;;;;;;;;;;;;;
EVT_8007649_NAME;이스라엘 방위전력;;;;;;;;;;;;;;;
EVT_8007649_DESC;이스라엘 방위군은 제2차 알리야(1904년 - 1914년)를 시작으로 뉴이슈브의 유대인 준군사조직에 뿌리를 둡니다. 이러한 종류의 첫 조직은 1907년 9월에 설립된 바르-기오라입니다. 제1차 세계대전 동안 하가나/이스라엘 방위군의 선봉은 영국 육군의 일부인 시온 뮬 군단과 유대인 군단이었습니다. 1920년 4월 유대인에 대한 아랍인 폭동 이후 이슈브 지도부는 전국적인 지하방위조직이 필요하다 여겼고, 같은 해 6월에 하가나를 설립했습니다.;;;;;;;;;;;;;;;
EVT_8007649_A;검은 깃발을 게양한다.;;;;;;;;;;;;;;;
EVT_8007650_NAME;이집트의 중동전쟁 선언;;;;;;;;;;;;;;;
EVT_8007650_DESC;1948년 5월 14일, 다비드 벤구리온은 이스라엘의 독립을 선언했습니다. 몇 시간 만에 두개의 이집트 부대가 공중엄호를 받으며 남부 이스라엘로 들어갔으며, 동시에 예루살렘과 예루살렘-텔아비브 고속도로에서 전투가 벌어졌고, 이스라엘군은 두개의 아랍인 마을과 아크레시를 점령했습니다. 이집트 전투기 두대가 텔아비브를 폭격했는데, 조종사 중 한명은 총에 맞아 쓰러졌고 한명은 포로로 잡혔습니다. 아랍군은 크파르 에지온의 이스라엘 키부츠를 점령하고 주민들을 학살했습니다. 네게프와 갈릴레이에 있는 수많은 정착지들은 고립돼 아랍의 모든 공격에 노출됐음에도 자신들의 무기에만 의존해야 했습니다. 성급하게 동원된 이스라엘 육군은 아랍군의 주요 진지를 제거하고, 전진을 막고, 방어선의 빈틈을 막기 위해 공격적으로 행동해야 했습니다.;;;;;;;;;;;;;;;
EVT_8007650_A;아랍 형제들과 함께 한다.;;;;;;;;;;;;;;;
EVT_8007650_B;전쟁에는 나가지 않는다.;;;;;;;;;;;;;;;
EVT_8007651_NAME;트란스요르단의 중동전쟁 선언;;;;;;;;;;;;;;;
EVT_8007652_NAME;시리아의 중동전쟁 선언;;;;;;;;;;;;;;;
EVT_8007653_NAME;레바논의 중동전쟁 선언;;;;;;;;;;;;;;;
EVT_8007654_NAME;이라크의 중동전쟁 선언;;;;;;;;;;;;;;;
EVT_8007655_NAME;트란스요르단-팔레스타인 연합;;;;;;;;;;;;;;;
EVT_8007655_DESC;팔레스타인 아랍인 대부분은 트란스요르단의 국왕 압둘라 1세의 군대에 희망을 걸었습니다. 그러나 사실 국왕은 영국령 팔레스타인 위임통치령을 가능하면 더 많이 합병하려 했으므로, 팔레스타인에 아랍인 국가를 세우려 하지 않았습니다. 아랍 연맹, 그리고 유대인 당국과 접촉하는 이중적 행동을 하기도 했습니다.;;;;;;;;;;;;;;;
EVT_8007655_A;팔레스타인은 우리 것이다.;;;;;;;;;;;;;;;
EVT_8007660_NAME;아랍의 중동 전쟁 승리;;;;;;;;;;;;;;;
EVT_8007660_DESC;아랍 국가들이 흠잡을데 없이 협력하고 팔레스타인 반군도 도움을 주면서, 아랍 연합군은 이스라엘을 쉽게 무너뜨렸습니다. 이스라엘의 꿈은 다시 꿈으로 전락했고, 아랍인 국가 팔레스타인이 세워질 것입니다.;;;;;;;;;;;;;;;
EVT_8007660_A;유대인 정착민들을 추방한다.;;;;;;;;;;;;;;;
EVT_8007660_B;정착민들을 그대로 둔다.;;;;;;;;;;;;;;;
EVT_8007661_A;가자를 지켜낸다.;;;;;;;;;;;;;;;
EVT_8007662_NAME;유대인의 중동 전쟁 전술적 승리;;;;;;;;;;;;;;;
EVT_8007662_DESC;처음의 기습 이후, 이스라엘군은 아랍의 진군을 쉽게 막아냈습니다. 아랍 국가들은 잘 협력하지도, 적지에서 팔레스타인 반군을 잘 활용하지도 못했습니다. 새로 독립한 이스라엘의 군대는 아랍인들을 밀어냈습니다. 국제연합의 분할안보다 넓은 땅을 유대인들에게 보상해야 합니다.;;;;;;;;;;;;;;;
EVT_8007662_A;알았다.;;;;;;;;;;;;;;;
EVT_8007669_NAME;팔레스타인인 탈출;;;;;;;;;;;;;;;
EVT_8007669_DESC;팔레스타인인 탈출은 1948년 팔레스타인 전쟁 당시 70만명이 넘는 팔레스타인 아랍인들이 도망치거나 쫓겨난 사건을 말합니다. 아랍인들은 동포들이 시온주의자들의 고의적인 선동과 총검으로 인해 고향을 쫓겨나거나 떠났다고 주장합니다.;;;;;;;;;;;;;;;
EVT_8007669_A;떠나게 놔둔다.;;;;;;;;;;;;;;;
EVT_8007670_NAME;귀환법;;;;;;;;;;;;;;;
EVT_8007670_DESC;귀환법 5710-1950호은 1950년 7월 5일 이스라엘 의회가 제정한 법으로, 유대인들의 조상의 고국인 이스라엘에 귀환한 권리를 선언하는 동시에 그들의 이민을 용이하게 합니다. 해당 법은 다음과 같이 적습니다. '모든 유대인은 이스라엘에 올 권리가 있습니다.' 이민 문제에 대한 후속법률은 1952년 국적법에 포함돼 처리됐습니다. 1970년 이스라엘 의회는 유대인이 아닌 배우자와 가족들에게도 적용 범위를 늘리도록 개정했습니다.;;;;;;;;;;;;;;;
EVT_8007670_A;알았다.;;;;;;;;;;;;;;;
EVT_8007671_NAME;티란해협 폐쇄;;;;;;;;;;;;;;;
EVT_8007671_DESC;1967년 5월, 나세르 $MONARCHTITLE$은(는) 소련에게서 이스라엘의 시리아 공격이 임박했다는 거짓정보를 받았습니다. 이에 나세르는 정반대의 정보에도 불구하고 1967년 5월 14일 시리아와의 공동방위협정을 이유로 전면동원을 선언했습니다. 이스라엘의 시리아 침공 위협은 아랍권 지도자들에게 심각하게 여겨졌고, 외국 관측통들은 이스라엘의 시리아 공습이 임박했다고 의심했습니다. 이스라엘은 이집트에게 시나이에서 병력을 철수할 것을 요구합니다. 그렇다면 이쪽은 이스라엘을 홍해에서 폐쇄하는 것이 논리적으로 맞습니다. 수에즈를 통제하고 있으므로 티란해협을 폐쇄할 수 있습니다.;;;;;;;;;;;;;;;
EVT_8007671_A;해협을 폐쇄한다.;;;;;;;;;;;;;;;
EVT_8007671_B;이스라엘의 요구에 따른다.;;;;;;;;;;;;;;;
EVT_8007672_NAME;1967년의 선제공격;;;;;;;;;;;;;;;
EVT_8007672_DESC;$FROMCOUNTRY$이(가) 우리가 홍해로 접근하지 못하게 티란해협을 폐쇄했습니다. 이전부터 티란해협의 법적 지위는 국제적인 논란의 대상이 되었습니다. 서구 강대국들과 이스라엘은 해당 해협을 국제수로로 여겼지만, 아랍인들은 자신들에게 통행을 규제할 권리가 있다고 믿었고, 이스라엘은 다른 강대국들의 지지를 받아 아랍인들의 주장은 법적 근거가 없다고 반박했습니다. 1967년 이스라엘은 해협 폐쇄를 전쟁행위나 전쟁 정당화로 간주하겠다는 선언을 1957년에 이어 되풀이했습니다. 만약 물러서지 않는다면, 또 다른 가능성이 있습니다. 지금 방심을 노려 선제공격을 취하는 것입니다.;;;;;;;;;;;;;;;
EVT_8007672_A;기습을 명령한다!;;;;;;;;;;;;;;;
EVT_8007672_B;스스로가 미끼가 될 수는 없다.;;;;;;;;;;;;;;;
EVT_8007673_NAME;1967년의 긴장;;;;;;;;;;;;;;;
EVT_8007673_DESC;이전부터 티란해협의 법적 지위는 국제적인 논란의 대상이 되었습니다. 서구 강대국들과 이스라엘은 해당 해협을 국제수로로 여겼지만, 아랍인들은 자신들에게 통행을 규제할 권리가 있다고 믿었고, 이스라엘은 다른 강대국들의 지지를 받아 아랍인들의 주장은 법적 근거가 없다고 반박했습니다. 1967년 이스라엘은 해협 폐쇄를 전쟁행위나 전쟁 정당화로 간주하겠다는 선언을 1957년에 이어 되풀이했습니다.;;;;;;;;;;;;;;;
EVT_8007673_A;그래, 전쟁이야말로 원하던 바다!;;;;;;;;;;;;;;;
EVT_8007673_B;점진적으로 줄인다.;;;;;;;;;;;;;;;
EVT_8007674_NAME;6일 전쟁에서의 아랍 연합;;;;;;;;;;;;;;;
EVT_8007674_DESC;전쟁 전날 이집트는 7개 사단(4개 보병사단, 2개 기갑사단, 1개 기계화사단), 4개 독립보병여단, 독립기갑여단 4개 등 시나이에서 약 16만명의 병력을 밀집시켰습니다. 이런 가운데 이집트, 시리아, 요르단의 동원도를 높여 이스라엘에 압박을 주려는 조치도 이어갔습니다. 시리아군은 총 7만 5천 명의 병력을 국경을 따라 집결시켰습니다. 요르단군은 국경에 5만 5천 명의 병력과 300대의 전차를 주둔시켰는데, 그 중 250대가 미국의 M48 패튼, 상당한 규모의 M113 APC, 새로운 기계화보병대대, 그리고 미국식 사관학교의 훈련을 받은 낙하산부대이며, 12개 포대와 81mm 박격포 6개 포대를 보유했습니다.;;;;;;;;;;;;;;;
EVT_8007674_A;아랍 형제들과 함께 한다.;;;;;;;;;;;;;;;
EVT_8007674_B;이번에는 뒤로 빠진다.;;;;;;;;;;;;;;;
EVT_8007676_NAME;6일 전쟁 승리;;;;;;;;;;;;;;;
EVT_8007676_DESC;이스라엘은 6일 간의 전쟁 끝에 골란고원에서의 마지막 공세를 끝냈고, 그 다음날 휴전을 체결했습니다. 이스라엘은 가자지구, 시나이반도, 요르단강 서안(동예루살렘 포함), 골란고원을 점령했습니다. 전반적으로, 이스라엘의 영토는 3배 성장했는데, 단적으로 새 점령지의 아랍인 약 100만 명이 이스라엘의 직접적인 지배하에 놓였습니다. 이스라엘의 전략적 표면은 적어도 남쪽 300km, 동쪽 60km, 북쪽 20km의 극도로 험준한 지형까지 성장했는데, 이는 6년 뒤 욤키푸르 전쟁에서 유용하게 쓰일 안보 자산입니다.;;;;;;;;;;;;;;;
EVT_8007676_A;평화의 때다.;;;;;;;;;;;;;;;
EVT_8007677_NAME;6일 전쟁 패배;;;;;;;;;;;;;;;
EVT_8007677_DESC;이스라엘은 6일 간의 전쟁 끝에 골란고원에서의 마지막 공세를 끝냈고, 그 다음날 휴전을 체결했습니다. 이스라엘은 가자지구, 시나이반도, 요르단강 서안(동예루살렘 포함), 골란고원을 점령했습니다. 전반적으로, 이스라엘의 영토는 3배 성장했는데, 단적으로 새 점령지의 아랍인 약 100만 명이 이스라엘의 직접적인 지배하에 놓였습니다. 이스라엘의 전략적 표면은 적어도 남쪽 300km, 동쪽 60km, 북쪽 20km의 극도로 험준한 지형까지 성장했는데, 이는 6년 뒤 욤키푸르 전쟁에서 유용하게 쓰일 안보 자산입니다.;;;;;;;;;;;;;;;
EVT_8007677_A;아랍세계 전체의 패배다.;;;;;;;;;;;;;;;
EVT_8007678_NAME;6일 전쟁 패배;;;;;;;;;;;;;;;
EVT_8007678_DESC;이스라엘은 6일 간의 전쟁 끝에 골란고원에서의 마지막 공세를 끝냈고, 그 다음날 휴전을 체결했습니다. 이스라엘은 가자지구, 시나이반도, 요르단강 서안(동예루살렘 포함), 골란고원을 점령했습니다. 전반적으로, 이스라엘의 영토는 3배 성장했는데, 단적으로 새 점령지의 아랍인 약 100만 명이 이스라엘의 직접적인 지배하에 놓였습니다. 이스라엘의 전략적 표면은 적어도 남쪽 300km, 동쪽 60km, 북쪽 20km의 극도로 험준한 지형까지 성장했는데, 이는 6년 뒤 욤키푸르 전쟁에서 유용하게 쓰일 안보 자산입니다.;;;;;;;;;;;;;;;
EVT_8007678_A;아랍세계 전체의 패배다.;;;;;;;;;;;;;;;
EVT_8007679_NAME;6일 전쟁 패배;;;;;;;;;;;;;;;
EVT_8007679_DESC;이스라엘은 6일 간의 전쟁 끝에 골란고원에서의 마지막 공세를 끝냈고, 그 다음날 휴전을 체결했습니다. 이스라엘은 가자지구, 시나이반도, 요르단강 서안(동예루살렘 포함), 골란고원을 점령했습니다. 전반적으로, 이스라엘의 영토는 3배 성장했는데, 단적으로 새 점령지의 아랍인 약 100만 명이 이스라엘의 직접적인 지배하에 놓였습니다. 이스라엘의 전략적 표면은 적어도 남쪽 300km, 동쪽 60km, 북쪽 20km의 극도로 험준한 지형까지 성장했는데, 이는 6년 뒤 욤키푸르 전쟁에서 유용하게 쓰일 안보 자산입니다.;;;;;;;;;;;;;;;
EVT_8007679_A;아랍세계 전체의 패배다.;;;;;;;;;;;;;;;
EVT_8007680_NAME;6일 전쟁 승리;;;;;;;;;;;;;;;
EVT_8007680_DESC;이스라엘은 선제공격을 잘못 계산했고, 아랍권 연합군은 이스라엘 영토 깊숙이 반격했습니다. 국제사회는 우리가 이스라엘을 완전히 근절할 가능성을 부정하지만, 팔레스타인 아랍인들이 고향에서 평화와 번영을 누리도록 할 수는 있습니다.;;;;;;;;;;;;;;;
EVT_8007680_A;평화의 때다.;;;;;;;;;;;;;;;
EVT_8007681_NAME;6일 전쟁 패배;;;;;;;;;;;;;;;
EVT_8007681_DESC;우리가 선제공격을 잘못 계산한 탓에, 아랍권 연합군은 국내 영토 깊숙이 반격했습니다. 국제사회는 그들이 우리를 완전히 근절할 가능성을 부정하지만, 이스라엘과 팔레스타인에 대한 경계선을 우리에게 유리하게 설정해야 합니다.;;;;;;;;;;;;;;;
EVT_8007681_A;알았다.;;;;;;;;;;;;;;;
EVT_8007682_NAME;이민자의 물결;;;;;;;;;;;;;;;
EVT_8007682_DESC;'사회주의 폴란드와 제국주의 이스라엘에 대한 충성심은 동시에 불가능합니다... 이민을 통해 이러한 결과에 직면하려 하는 사람은 어떠한 장애도 마주치지 않을 것입니다.'2차 세계대전 말기 대부분의 폴란드 유대인들이 이스라엘로 이주해왔습니다. 집단적으로, 그들은 점점 더 동화되고 세속화됐습니다. 폴란드에 머물렀던 유대인 대부분이 그렇게 하는데는 정치적, 직업적 이유가 있었습니다. 그들의 상황은 6일 전쟁과 1968년 폴란드 학계의 반란 이후 바뀌었는데, 이 반란에서 유대인들은 전쟁 중인 당파들에게 희생양으로 이용돼 이민을 강요받았습니다.;;;;;;;;;;;;;;;
EVT_8007682_A;동포들을 환영한다.;;;;;;;;;;;;;;;
EVT_8007683_NAME;욤키푸르 전쟁;;;;;;;;;;;;;;;
EVT_8007683_DESC;1970년 9월 이집트의 가말 압델 나세르 대통령의 사후, 안와르 사다트가 그 자리르 계승했습니다. 1971년 사다트는 국제연합의 중재자 군나르 자링의 제안에 따라 이스라엘이 점령지에서 철수하고 팔레스타인 반란에 대한 해결책을 약속한다면 위임통치령 해체 이후 양국간에 존재했던 전쟁 상태를 종식하겠다고 선언했습니다. 이스라엘은 이러한 제안을 부인했습니다. 사다트는 이스라엘에게 제한적인 패배라도 가해 현 상태의 변화를 바랐습니다. 그는 시나이반도의 수복을 위해 '백만명의 이집트 병사들을 희생시킬 준비가 돼있다'고 선언했습니다. 1972년 말부터 이집트는 병력을 증강하기 시작했습니다.;;;;;;;;;;;;;;;
EVT_8007683_A;이번에는 우리가 이길테니, 전쟁이다!;;;;;;;;;;;;;;;
EVT_8007683_B;이대로 두는 것이 좋다.;;;;;;;;;;;;;;;
EVT_8007684_NAME;욤키푸르 전쟁;;;;;;;;;;;;;;;
EVT_8007684_DESC;이스라엘의 일반적인 전략은 전쟁이 임박하면 이스라엘이 선제공격을 펼친다는 선입견을 바탕으로 합니다. 이스라엘 정보국은 최악의 경우 아랍이 공격 약 48시간 전에 통보할 것으로 추정했습니다. 이번에도 아랍의 공격이 의심됐지만 확신은 거의 없었습니다. 이스라엘은 미국에게 정치적 압력을 통해 선제공격을 가하지 않겠다고 확신시켰습니다. 이는 석유수출국기구의 석유에 의존하는 다른 선진국들이 이들의 불매운동의 위협으로 인해 이스라엘로의 군수품을 공급을 중단했고, 그 결과 미국의 군사적 지원에 전적으로 의존하게 됐기 때문입니다. 이스라엘은 특히 양국의 관계를 위태롭게 하는 모든 것에 민감하게 반응했습니다.;;;;;;;;;;;;;;;
EVT_8007684_A;충격을 받았고 준비도 마치지 않았다.;;;;;;;;;;;;;;;
EVT_8007685_NAME;욤키푸르 전쟁;;;;;;;;;;;;;;;
EVT_8007685_DESC;사다트는 이스라엘에게 제한된 패배라도 가함으로써 현 상태가 변화될 수 있기를 바랐습니다. 한편 시리아의 지도자 하페즈 알 아사드는 협상에는 관심이 없었고 골란고원 탈환만을 생각했습니다. 아사드는 6일 전쟁 이후 대규모 군사력 증강에 나섰고, 시리아를 아랍 국가들의 우세한 군사력의 일부로 만들기를 희망했습니다. 아사드는 시리아군이 이집트의 도움을 받아 이스라엘에 승리하면, 골란고원에서의 통치권을 확보할 수 있다고 생각했습니다. 아사드는 골란고원을 무력으로 되찾은 후에야 협상을 시작했는데, 이는 이스라엘에게 요르단강 서안과 가자지구를 포기하게끔 유도할 것입니다.;;;;;;;;;;;;;;;
EVT_8007685_A;아랍 국가들과 함께한다.;;;;;;;;;;;;;;;
EVT_8007685_B;지금은 때가 아니다.;;;;;;;;;;;;;;;
EVT_8007686_NAME;욤키푸르 전쟁;;;;;;;;;;;;;;;
EVT_8007686_DESC;전쟁은 이집트가 수에즈 운하를 성공적으로 횡단하면서 시작됐습니다. 휴전선을 넘은 이집트군은 사실상 저항을 받지 않고 시나이반도로 진격했습니다. 3일 후에야 이스라엘은 대부분의 병력을 동원했고 전황을 교착시켜 이집트의 공세를 가까스로 막아냈습니다. 시리아인는 이집트의 공세에 맞춰 골란고원에 대한 공격을 조정했고, 이스라엘이 장악한 영토를 탈환하면서 위협을 취했습니다. 하지만 사흘 만에 이스라엘군은 시리아를 전쟁 전의 휴전선으로 다시 밀어내는 데 성공했습니다.;;;;;;;;;;;;;;;
EVT_8007686_A;처음의 충격에서 벗어났다.;;;;;;;;;;;;;;;
EVT_8007687_NAME;이스라엘 욤키푸르 전쟁 승리;;;;;;;;;;;;;;;
EVT_8007687_DESC;초기 실패에도 불구하고 이집트와 시리아에서의 반격은 엄청나게 성공적이었으며, 아랍 군대들은 완패했습니다. 평화의 조건을 명기하고 6일 전쟁 이후 점령한 우리의 모든 영토를 지킬 수 있습니다.;;;;;;;;;;;;;;;
EVT_8007687_A;알았다.;;;;;;;;;;;;;;;
EVT_8007689_NAME;이스라엘 욤키푸르 전쟁 승리;;;;;;;;;;;;;;;
EVT_8007689_DESC;초기 실패에도 불구하고 그들의 이집트와 시리아에서의 반격은 엄청나게 성공적이었으며, 아랍 군대들은 완패했습니다. 그들은 평화의 조건을 명기하고 6일 전쟁 이후 점령한 우리의 모든 영토를 지킬 수 있습니다.;;;;;;;;;;;;;;;
EVT_8007689_A;알았다.;;;;;;;;;;;;;;;
EVT_8007690_NAME;아랍 욤키푸르 전쟁 승리;;;;;;;;;;;;;;;
EVT_8007690_DESC;처음으로 작전을 성공적으로 추진한 아랍군은 준비하지 못한 이스라엘 방위군과 대치했고, 이스라엘 영토 깊숙이 침투했습니다. 평화의 조건을 명기하고 1967년에 잃은 영토를 되찾을 수 있습니다.;;;;;;;;;;;;;;;
EVT_8007690_A;알았다.;;;;;;;;;;;;;;;
EVT_8007691_NAME;아랍 욤키푸르 전쟁 승리;;;;;;;;;;;;;;;
EVT_8007691_DESC;처음으로 작전을 성공적으로 추진한 아랍군은 준비하지 못한 이스라엘 방위군과 대치했고, 이스라엘 영토 깊숙이 침투했습니다. 그들은 평화의 조건을 명기하고 1967년에 잃은 영토를 되찾을 수 있습니다.;;;;;;;;;;;;;;;
EVT_8007691_A;알았다.;;;;;;;;;;;;;;;
EVT_8007692_NAME;캠프데이비드 협정;;;;;;;;;;;;;;;
EVT_8007692_DESC;10월 24일, 국제연합 안전보장이사회는 모든 당사국들이 정전조건 준수할 것을 재차 촉구한 결의안 339호를 통과시켰습니다. 이집트 전선에서의 격렬한 전투는 대부분 10월 26일까지 끝났지만, 휴전선을 따라 소규모의 충돌과 공습이 있었습니다. 이스라엘이 일부 진전을 이룬 가운데 미국은 국제연합 탈퇴 결의안을 지지하겠다고 위협했지만, 이스라엘이 호응하기도 전에 이집트에서 놀라운 메시지를 보냈습니다. 이스라엘과의 대화에 기꺼이 뛰어든 것입니다. 시나이반도를 비무장지대로 반환하면 이스라엘에 대한 영유권을 포기할 것이며, 이스라엘을 공인하는 동시에 독립선언 이후 존재했던 전쟁 상태를 종식하겠다고 밝혔습니다.;;;;;;;;;;;;;;;
EVT_8007692_A;공평하게 들리는군.;;;;;;;;;;;;;;;
