CODE;ENGLISH;;;;;;;;;;;x
Opportunity to Steal Research;연구 탈취 기회;;;;;;;;;;;;;
Our spies have gained the opportunity to steal research from another nation. Should we allow them to steal the research?;국내 첩보요원들이 타국의 연구자료를 훔칠 기회를 얻었습니다. 연구를 훔치도록 놔둬야 할까요?;;;;;;;;;;;x
Yes;그래.;;;;;;;;;;;x
No;아니.;;;;;;;;;;;x
Opportunity to Arrest the Opposition;야당 체포 기회;;;;;;;;;;;x
Our spies have gained the opportunity to arrest major opposition leaders. Should we give them the go ahead?;국내 첩보요원들이 주요 야당 지도부 체포할 기회를 얻었습니다. 체포하도록 놔둬야 할까요?;;;;;;;;;;;x
Opportunity to Gain Diplomatic Influence;영향력 강화 기회;;;;;;;;;;;x
Our spies have gained the opportunity to undermine sphere of another nation. Should we give them the go ahead?;국내 첩보요원들이 타국의 영향권을 약화할 기회를 얻었습니다. 약화하도록 놔둬야 할까요?;;;;;;;;;;;x
Exchange Intelligence with Ally?;동맹과의 정보 교환?;;;;;;;;;;;x
We have some secrets that we can exchange with a foreign government in exchange for better relations. Should we proceed?;관계 개선을 대가로 여러 비밀들을 외국 정부와 교환할 수 있습니다. 진행할까요?;;;;;;;;;;;x
Secrets are meant to be shared;비밀은 공유해야 의미가 있는 법이다.;;;;;;;;;;;x
Assassinate Foreign Politician?;외국 정치인 암살?;;;;;;;;;;;x
An opportunity has arisen which allows us to assassinate a prominent politician in a state unfriendly with us.;비우호적인 국가의 저명한 정치인을 암살할 기회가 찾아왔습니다.;;;;;;;;;;;x
Kill him (Risk of war);그를 죽인다(전쟁 발발 가능).;;;;;;;;;;;x
No, thanks;사양한다.;;;;;;;;;;;x
Prominent Politician Assassinated;주요 정치인 피살;;;;;;;;;;;x
Take revenge on $FROMCOUNTRY$!;$FROMCOUNTRY$에게 복수하겠다!;;;;;;;;;;;x
Chicken out;도망가!;;;;;;;;;;;x
A Quid Pro Quo?;보상?;;;;;;;;;;;x
No foreign interference in $COUNTRY_ADJ$ elections!;$COUNTRY$ 선거에 외국의 개입은 없다!;;;;;;;;;;;x
Assassinate Exiled Dissident?;망명 중인 반체제 인사 암살?;;;;;;;;;;;x
Everyone does it so why shouldn't we?;다들 그러는데 왜 우리만 안 되지?;;;;;;;;;;;x
Kill him (Risk of 5 infamy);죽인다(악명 : + 5);;;;;;;;;;;x
Exiled $FROMCOUNTRY_ADJ$ Dissident Assassinated;망명 중인 $FROMCOUNTRY_ADJ$ 정치인 피살;;;;;;;;;;;x
This is an infringement of $COUNTRY_ADJ$ sovereignty!;$COUNTRY$에 대한 주권 침해 행위다!;;;;;;;;;;;x
Say nothing, diplomatically;아무 말도 하지 않는다. 외교적으로는.;;;;;;;;;;;x
Federation with Malaysia?;말레이시아 연방?;;;;;;;;;;;x
Now that Sarawak is an independent country, should we join Malaysia who shares a similar culture to us?;사라왁이 이제 독립국이니 비슷한 문화를 공유하는 말레이시아에 합류해야 할까요?;;;;;;;;;;;x
Sign the Act of Union;연합법에 서명한다.;;;;;;;;;;;x
Retain our independence don't sign the Act;연합법에 서명하는 대신 독립을 유지한다.;;;;;;;;;;;x
Federation with Malaysia?;말레이시아 연방?;;;;;;;;;;;x
Now that Sabah is an independent country, should we join Malaysia who shares a similar culture to us?;사바가 이제 독립국이니 비슷한 문화를 공유하는 말레이시아에 합류해야 할까요?;;;;;;;;;;;x
The Chairmanship of the IMF is rotating and the Chairmanship has come to us. The Chairmanship only lasts 5 years.;국제통화기금 의장직의 임기가 끝나면서 우리에게 왔습니다. 의장국의 임기는 5년입니다.;;;;;;;;;;;x;
Splendid!;훌륭해!;;;;;;;;;;;x;
Chairmanship of the WTO;세계무역기구 의장국;;;;;;;;;;;x;
The Chairmanship of the WTO is rotating again. The Chairmanship only lasts 5 years.;세계무역기구 의장직의 임기가 끝났습니다. 의장국의 임기는 5년입니다.;;;;;;;;;;;x;
The Chairmanship of the WTO is rotating and the Chairmanship has come to us. The Chairmanship only lasts 5 years.;국제통화기금 의장직의 임기가 끝나면서 우리에게 왔습니다. 의장국의 임기는 5년입니다.;;;;;;;;;;;x
Chairmanship of the IBRD;국제부흥개발은행 의장국;;;;;;;;;;;x;
The Chairmanship of the IBRD is rotating again. The Chairmanship only lasts 5 years.;국제부흥개발은행 의장직의 임기가 끝났습니다. 의장국의 임기는 5년입니다.;;;;;;;;;;;x;
The Chairmanship of the IBRD is rotating and the Chairmanship has come to us. The Chairmanship only lasts 5 years.;국제부흥개발은행 의장직의 임기가 끝나면서 우리에게 왔습니다. 의장국의 임기는 5년입니다.;;;;;;;;;;;x;
The Chairmanship of the IMF is rotating and we get the first one as we are the founder. The Chairmanship only lasts 5 years.;국제통화기금 의장직의 임기가 끝나면서 창립국인 우리나라에게 우대권이 주어졌습니다. 의장국의 임기는 5년입니다.;;;;;;;;;;;x;
The Chairmanship of the WTO is rotating and we get the first one as we are the founder. The Chairmanship only lasts 5 years.;세계무역기구 의장직의 임기가 끝나면서 창립국인 우리나라에게 우대권이 주어졌습니다. 의장국의 임기는 5년입니다.;;;;;;;;;;;x;
The Chairmanship of the IBRD is rotating and we get the first one as we are the founder. The Chairmanship only lasts 5 years.;국제부흥개발은행 의장직의 임기가 끝나면서 창립국인 우리나라에게 우대권이 주어졌습니다. 의장국의 임기는 5년입니다.;;;;;;;;;;;x;
Future of British Foreign Policy;영국 대외정책의 미래;;;;;;;;;;;x;
Pivot towards Europe;유럽으로 향한다.;;;;;;;;;;;x;
Keep ties with the Commonwealth;영연방과의 관계를 유지한다.;;;;;;;;;;;x;
Decline of the $COUNTRY_ADJ$ Empire;$COUNTRY$ 식민제국의 몰락;;;;;;;;;;;x;
Au revoir $COUNTRY_ADJ$ imperialism!;제국주의여 안녕!;;;;;;;;;;;x;
Establishment of a united Vietnam;통일베트남 수립;;;;;;;;;;;x;
With South Vietnam out of the way, we can now rightfully call ourselves Vietnam!;드디어 남베트남을 벗어나 스스로를 베트남이라 부를 수 있습니다!;;;;;;;;;;;x;
Special Administrative Region Status;특별행정구 지위;;;;;;;;;;;x;
$COUNTRY$'s Special Administrative Status only lasts for 50 years before we revert to direct rule by China.;$COUNTRY$의 특별행정구 지위는 50년 동안만 지속하며, 이후에는 중국의 직할통치로 회귀합니다.;;;;;;;;;;;x;
Noted;이미 잘 알려져 있다.;;;;;;;;;;;x;
$COUNTRY$'s Special Administrative Status has ended so we revert to direct rule by China.;$COUNTRY$의 특별행정구 지위가 사라졌으니 중국의 직할통치로 회귀합니다.;;;;;;;;;;;x
$COUNTRY$'s Special Administrative Status has ended because we are now independent.;독립국의 지위를 얻으면서 $COUNTRY$의 특별행정구 지위가 사라졌습니다.;;;;;;;;;;;x;
DEFCON 5;전투준비태세 5;;;;;;;;;;;x
Lowest state of readiness, Normal readiness;가장 낮은 준비태세이자 평범한 준비태세입니다.;;;;;;;;;;;x;
Peace has returned;평화가 되돌아왔군.;;;;;;;;;;;x;
DEFCON 4;전투준비태세 4;;;;;;;;;;;x
Increased intelligence watch and strengthened security measures, Above normal readiness;정보요원들의 감시와 보안 조치가 강해지며, 평범한 준비태세 이상입니다.;;;;;;;;;;;x;
Up the ante on our enemies;적들을 공격하라.;;;;;;;;;;;x;
DEFCON 3;전투준비태세 3;;;;;;;;;;;x
Increase in force readiness above that required for normal readiness, Air Force ready to mobilize in 15 minutes;평시보다 병력 준비태세를 강화하며 공군은 15분 안에 출동할 수 있습니다.;;;;;;;;;;;x;
DEFCON 2;전투준비태세 2;;;;;;;;;;;x
Next step to nuclear war, Armed Forces ready to deploy and engage in less than 6 hours;핵전쟁을 위한 다음 단계로서 국군이 약 6시간 만에 실전배치 준비를 마쳤습니다.;;;;;;;;;;;x;
It's war!;전쟁이다!;;;;;;;;;;;x;
DEFCON 1;전투준비태세 1;;;;;;;;;;;x
Nuclear war is imminent, Maximum readiness;핵전쟁이 임박했습니다. 최대한의 준비를 마쳤습니다.;;;;;;;;;;;x;
Let the bombs fly!;폭탄 발사 준비!;;;;;;;;;;;x;
End of $CAPITAL$ as an Imperial Capital;$CAPITAL$의 제국 수도 지위 상실;;;;;;;;;;;x;
With the loss of our empire, our capital can no longer be classified as an imperial capital.;제국이 사라졌으므로 $CAPITAL$은(는) 이제 제국의 수도로 분류할 수 없습니다.;;;;;;;;;;;x;
We need to find a new role for our capital!;수도를 위한 새로운 역할을 찾아야 한다!;;;;;;;;;;;x;
We have been kicked out of OPEC;석유수출국기구 퇴출;;;;;;;;;;;x;
The OPEC Council has deemed our membership as invalid due to 1. Either we are a vassal or 2. We do not produce oil anymore.;석유수출국기구 이사회가 우리나라가 이제 1)석유 생산국이 아니거나 2)속국이므로 회원국 지위를 상실했다고 간주했습니다.;;;;;;;;;;;x;
We need to find a way to rejoin the organisation!;재가입 방안을 강구하라!;;;;;;;;;;;x;
Doi Moi;도이모이;;;;;;;;;;;x;
Begin the reforms!;개혁을 시작하라!;;;;;;;;;;;x;
Stop the reforms!;개혁을 멈춰라!;;;;;;;;;;;x;
Chinese Socialism with Market Characteristics;중국 사회주의의 시장적 특성;;;;;;;;;;;x;
Unification of Yemen;예멘 통일;;;;;;;;;;;x;
Unite the Yemeni people!;예멘 인민이여 단결하라!;;;;;;;;;;;x;
Form a federation!;연방을 결성하라!;;;;;;;;;;;x;
Part of the Sterling Area;파운드 지역 편입;;;;;;;;;;;x;
Our currency is now pegged to the Pound Sterling;국내 화폐가 이제 파운드화에 고정됩니다.;;;;;;;;;;;x;
No longer part of the Sterling Area;파운드 지역 이탈;;;;;;;;;;;x;
With our independence from the British, our currency is no longer pegged to the Pound.;영국에게서 독립함에 따라 국내 화폐가 이제 파운드화에 고정되지 않습니다.;;;;;;;;;;;x;
Excellent;훌륭하다.;;;;;;;;;;;x;
The Malayan Emergency;말레이시아 비상사태;;;;;;;;;;;x;
Fight the Communists;공산주의자들과 싸워라!;;;;;;;;;;;x;
End of the Malayan Emergency;말레이시아 비상사태 종료;;;;;;;;;;;x;
Mission Success;임무가 성공했군.;;;;;;;;;;;x;
Gaullism;드골주의;;;;;;;;;;;x;
Rebuild France!;프랑스를 재건하라!;;;;;;;;;;;x;
New Economic Mechanism;신경제제도;;;;;;;;;;;x;
Coup in the Central African Republic;중앙아프리카 공화국 정변;;;;;;;;;;;x;
Begin the coup!;정변을 시작하라!;;;;;;;;;;;x;
Let's wait!;기다리자!;;;;;;;;;;;x;
Central African Empire;중앙아프리카 제국;;;;;;;;;;;x;
Declare the Monarchy!;군주제를 선언하라!;;;;;;;;;;;x;
Being President for Life is enough!;종신 대통령으로 충분하다!;;;;;;;;;;;x;
Siamese coup d'etat of 1947;1947년 타이 군사정변;;;;;;;;;;;x;
Launch the Coup!;정변을 시작하라!;;;;;;;;;;;x;
Cooperate with the Government!;정부와 협력하라!;;;;;;;;;;;x;
Independence of the Syrian Republic;시리아 공화국 독립;;;;;;;;;;;x;
Evacuate the French troops in Syria;시리아에 주둔한 프랑스군을 철수한다.;;;;;;;;;;;x;
Continue the occupation of Syria;시리아 점유를 지속한다.;;;;;;;;;;;x;
Election of a populist President;대중주의자 대통령 당선;;;;;;;;;;;x;
It's time to Make America Great Again!;미국을 다시 위대하게 만들 시간이다!;;;;;;;;;;;x;
Part of the Franc Area;프랑지역 편입;;;;;;;;;;;x;
Our currency is now pegged to the Franc;국내 통화가 이제 프랑에 고정되는군.;;;;;;;;;;;x;
No longer part of the Franc Area;프랑지역 이탈;;;;;;;;;;;x;
With our independence from the French, our currency is no longer pegged to the Franc.;프랑스에게서 독립함에 따라 국내 화폐가 이제 프랑화에 고정되지 않습니다.;;;;;;;;;;;x;
Post-Industrialisation Population Boom;산업화 이후의 폭발적 인구성장;;;;;;;;;;;x;
Industrialisaiton has brought about a higher standard of living causing a population boom.;산업화가 높은 생활수준을 가져오면서 인구가 폭발적으로 성장하기 시작했습니다.;;;;;;;;;;;x;
Return of Port Arthur;포르트 아르투르 반환;;;;;;;;;;;x;
Return the territory without compensation;보상 없이 반환하라.;;;;;;;;;;;x;
Keep our territory;우리 영토를 지켜라.;;;;;;;;;;;x;
Grant independence to Port Arthur;포르트 아르투르에게 독립을.;;;;;;;;;;;x;
Completion of the Seikan Tunnel;세이칸 터널 완공;;;;;;;;;;;x;
Tremendous;굉장해!;;;;;;;;;;;x;
Great Wonders of the World;세계의 기적;;;;;;;;;;;x;
The wonders of the modern age!;현대시대의 기적이다!;;;;;;;;;;;x;
The Bizarre End of the British Empire?;대영제국의 기괴한 마지막?;;;;;;;;;;;x;
We welcome Rockall into the Great British Empire!;대영제국령 로칼섬에 온 것을 환영한다!;;;;;;;;;;;x;
Election of a Neo-Conservative President;신보수주의자 대통령 당선;;;;;;;;;;;x;
I just want you to know that, when we talk about war, we're really talking about peace;전쟁을 얘기할 때 정말 평화에 대한 얘기를 하고 있음을 알아줬으면 한다.;;;;;;;;;;;x;
Completion of the Channel Tunnel;채널 터널 완공;;;;;;;;;;;x;
Tremendous!;굉장해!;;;;;;;;;;;x;
Reason for the end of the Cold War?;냉전 종식의 이유?;;;;;;;;;;;x;
Western Triumphalism!;서방의 승리주의!;;;;;;;;;;;x;
Soviet Initiative;소련의 결단력!;;;;;;;;;;;x;
The Power of the People!;대중의 힘!;;;;;;;;;;;x;
Chairmanship of the European Union;유럽 연합 의장국;;;;;;;;;;;x;
The Chairmanship of the European Union is rotating again. The Chairmanship only lasts 5 years.;유럽 연합 의장직의 임기가 끝났습니다. 의장국의 임기는 5년입니다.;;;;;;;;;;;x;
The Chairmanship of the EU is rotating and the Chairmanship has come to us. The Chairmanship only lasts 5 years.;유럽 연합 의장직의 임기가 끝나면서 우리에게 왔습니다. 의장국의 임기는 5년입니다.;;;;;;;;;;;x;
$FROMCOUNTRY$ has become new EU Chairman;$FROMCOUNTRY$ 유럽 연합 의장국 임명
The Chairmanship of the EU is rotating and the Chairmanship has come to $FROMCOUNTRY$. The Chairmanship only lasts 5 years.;유럽 연합 의장직의 임기가 끝나면서 $FROMCOUNTRY$에게 갔습니다. 의장국의 임기는 5년입니다.;;;;;;;;;;;x;
The Chairmanship of the EU is rotating and we get the first one as we are the founder. The Chairmanship only lasts 5 years.;유럽 연합 의장직의 임기가 끝나면서 창립국인 우리나라에게 우대권이 주어졌습니다. 의장국의 임기는 5년입니다.;;;;;;;;;;;x;
Bretton Woods System Effects;브레튼우드체제의 효과;;;;;;;;;;;x;
OK;알았다.;;;;;;;;;;;x;
UN sanctions imposed on our nation;국제연합의 $COUNTRY$ 제재 결정;;;;;;;;;;;x;
Due to our high international infamy, the international community has decided to impose sanctions on us via the UN.;우리 $COUNTRY$의 높은 국제적 악명으로 인해 국제사회가 국제연합을 통해 제재를 시행하기로 결정했습니다.;;;;;;;;;;;x;
We shall press on!;단호히 밀고 나아가야 한다!;;;;;;;;;;;x;
UN sanctions imposed on our nation retracted;국제연합의 $COUNTRY$ 제재 철회;;;;;;;;;;;x;
Due to our low international infamy, the international community has decided to retract sanctions on us via the UN.;우리 $COUNTRY$의 낮은 국제적 악명으로 인해 국제사회가 국제연합을 통해 제재를 해제하기로 결정했습니다.;;;;;;;;;;;x;
We thank the UN for their actions!;국제연합의 행동에 감사한다!;;;;;;;;;;;x;
Due to our nuclear capability & high infamy, the international community has decided to impose sanctions on us via the UN.;우리 $COUNTRY$의 핵 보유능력과 높은 국제적 악명으로 인해 국제사회가 국제연합을 통해 제재를 시행하기로 결정했습니다.;;;;;;;;;;;x;
Oil Crisis of $YEAR$;$YEAR$년 석유 파동;;;;;;;;;;;x;
$COUNTRY$ has managed to persuade the OPEC countries to dramatically reduce their oil output causing an acute oil shortage!;$COUNTRY$이(가) 석유수출국기구 회원국들로 하여금 원유 생산량을 대폭 줄이도록 설득함으로써 급성 석유 부족을 야기했습니다!.;;;;;;;;;;;x;
We shall punish those nations for their misdeeds!;악행을 저지른 나라들에게 벌을 내리자!.;;;;;;;;;;;x;
$YEAR$ Invasion of Port Arthur;$YEAR$년 포르트 아르투르 침공.;;;;;;;;;;;x;
The Republic of China (ROC) have managed to sieze Port Arthur. We should sieze it back!;중화민국이 포르트 아르투르를 점령했습니다. 어서 탈환해야 합니다!.;;;;;;;;;;;x;
Sieze Port Arthur!;포르트 아르투르를 점령하라!;;;;;;;;;;;x;
The End of the Belgian Empire;벨기에 식민제국 해체;;;;;;;;;;;x;
With the loss of our african colonies, we cannot continue to claim to be a great power any more.;아프리카 식민지가 사라졌으므로 이제 열강에 속한다고 주장할 수 없습니다.;;;;;;;;;;;x;
It is back to chocolates then?;그럼 초콜릿으로 돌아갔나?;;;;;;;;;;;x;
Our Rocket Launch attempt failed;로켓 발사 시도 실패;;;;;;;;;;;x;
Poor launch planning, human errors during the launch and technical flaws in the rocket design are reasons cited for the failure.;미흡한 발사 계획, 발사 도중의 실수, 로켓 설계의 기술적 결함 등이 실패 원인으로 꼽힙니다.;;;;;;;;;;;x;
Damn, it is back to square one!;젠장, 다시 원점으로 돌아갔군!;;;;;;;;;;;x;
Our Rocket Launch attempt succeeded;로켓 발사 시도 성공;;;;;;;;;;;x;
Good launch planning, no human errors during the launch and technical genius in the rocket design are reasons cited for the success.;완벽한 발사 계획, 발사 도중의 실수 부재, 로켓 설계의 기술적 천재성 등이 성공의 이유로 꼽힙니다.;;;;;;;;;;;x;
Excellent news!;훌륭한 소식이군!;;;;;;;;;;;x;
Our Satellite Launch attempt succeeded;인공위성 발사 시도 성공;;;;;;;;;;;x;
Good launch planning, no human errors during the launch and technical genius in the satellite design are reasons cited for the success.;완벽한 발사 계획, 발사 도중의 실수 부재, 인공위성 설계의 기술적 천재성 등이 성공의 이유로 꼽힙니다.;;;;;;;;;;;x;
Our Satellite Launch attempt failed;인공위성 발사 시도 실패;;;;;;;;;;;x;
Poor launch planning, human errors during the launch and technical flaws in the satellite design are reasons cited for the failure.;미흡한 발사 계획, 발사 도중의 실수, 인공위성 설계의 기술적 결함 등이 실패 원인으로 꼽힙니다.;;;;;;;;;;;x;
We must keep trying!;계속 노력해야 한다!;;;;;;;;;;;x;
Our Man in Space attempt succeeded;우주인 시도 성공;;;;;;;;;;;x;
Good launch planning, no human errors during the launch and excellent astronaut training are reasons cited for the success.;완벽한 발사 계획, 발사 도중의 실수 부재, 우주비행사 훈련의 훌륭함 등이 성공의 이유로 꼽힙니다.;;;;;;;;;;;x;
Our Man in Space attempt failed;우주인 시도 실패;;;;;;;;;;;x;
Poor launch planning, human errors during the launch and excellent astronaut training are reasons cited for the failure.;미흡한 발사 계획, 발사 도중의 실수, 우주비행사 훈련의 결함 등이 실패 원인으로 꼽힙니다.;;;;;;;;;;;x;
Our Space Probe attempt succeeded;우주 탐사 시도 성공;;;;;;;;;;;x;
Good launch planning, no human errors during the launch and excellent probe designs are reasons cited for the success.;완벽한 발사 계획, 발사 도중의 실수 부재, 우주탐사선 설계의 기술적 천재성 등이 성공의 이유로 꼽힙니다.;;;;;;;;;;;x;
Our Space Probe attempt failed;우주 탐사 시도 실패;;;;;;;;;;;x;
Poor launch planning, human errors during the launch and poor probe designs are reasons cited for the failure.;미흡한 발사 계획, 발사 도중의 실수, 우주탐사선 설계의 결함 등이 실패 원인으로 꼽힙니다.;;;;;;;;;;;x;
Our Space Station Establishment attempt succeeded;우주정거장 건립 시도 성공;;;;;;;;;;;x;
Good launch planning, no human errors during the launch and excellent space station designs are reasons cited for the success.;완벽한 발사 계획, 발사 도중의 실수 부재, 우주정거장 설계의 기술적 천재성 등이 성공의 이유로 꼽힙니다.;;;;;;;;;;;x;
Our Space Station Establishment attempt failed;우주정거장 건립 시도 실패;;;;;;;;;;;x;
Poor launch planning, human errors during the launch and atrocious space station designs are reasons cited for the failure.;미흡한 발사 계획, 발사 도중의 실수, 우주정거장 설계의 결함 등이 실패 원인으로 꼽힙니다.;;;;;;;;;;;x;
Our Manned Moon Mission succeeded;달 탐사 성공;;;;;;;;;;;x;
Good launch planning, no human errors during the launch and excellent astronaut skills are reasons cited for the success.;완벽한 발사 계획, 발사 도중의 실수 부재, 완벽한 우주비행사의 기술 등이 성공의 이유로 꼽힙니다.;;;;;;;;;;;x;
A small step for man, a giant leap for mankind!;한 인간에게는 작은 발걸음이지만 인류에게는 큰 도약이다.;;;;;;;;;;;x;
Our Manned Moon Mission failed;달 탐사 실패;;;;;;;;;;;x;
Poor launch planning, human errors during the launch and atrocious astronaut skills are reasons cited for the failure.;미흡한 발사 계획, 발사 도중의 실수, 형편없는 우주비행사의 기술 등이 실패 원인으로 꼽힙니다.;;;;;;;;;;;x;
Our Manned Mars Mission succeeded;화성 탐사 성공;;;;;;;;;;;x;
Ad Astra!;별로!;;;;;;;;;;;x;
Our Manned Mars Mission failed;화성 탐사 실패;;;;;;;;;;;x;
International Space Station;국제우주정거장;;;;;;;;;;;x;
Space Cooperation will bring us to new heights!;우주 협력은 우리를 새로운 경지로 끌어올릴 것이다!;;;;;;;;;;;x;
Should we Nationalise Major Companies?;주요 기업 국유화?;;;;;;;;;;;x;
Nationalise them!;국유화하라!;;;;;;;;;;;x;
Leave them Privatised!;민영화 상태로 놔둬!;;;;;;;;;;;x;
$COUNTRY$ has been kicked out of the EIB;유럽 투자은행 퇴출;;;;;;;;;;;x;
